Timestamp,Oletko palkansaaja vai laskuttaja?,Ikä,Sukupuoli,Työkokemus,Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet,Työaika,Rooli,Etä- vai lähityö,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Kilpailukykyinen,Vapaa sana,Ideoita ensi vuoden kyselyyn,Etä,Kk-tulot
2022-09-26 21:12:26.427,Palkansaaja,31-35 v,mies,12.0,,,,,,,UpCloud,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",0.8,Arkkitehti,Pääosin tai kokonaan etätyö,6760.0,84500.0,Kuukausipalkka,True,,,Etä,7041.666666666667
2022-09-26 21:13:19.221,Laskuttaja,41-45 v,mies,20.0,5.0,Fullstack koodaus,98.0,144000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-26 21:13:22.023,Palkansaaja,31-35 v,mies,12.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,6000.0,75000.0,,True,,,Etä,6250.0
2022-09-26 21:19:23.243,Palkansaaja,26-30 v,mies,8.0,,,,,,,Polar Squad,PK-Seutu,Konsulttitalossa,1.0,DevOps-konsultti,Jotain siltä väliltä,5330.0,66875.0,Osingot henkilöstöannin osakkeista,True,"Palkka kilpailukykyinen lähinnä siinä mielessä, ettei sidottu laskutukseen. Muualla voisi saada paljonkin enemmän, mutta arvostan kuukausipalkkauksen mallia enemmän kulttuurillisten hyötyjen takia.",,50/50,5572.916666666667
2022-09-26 21:23:17.072,Palkansaaja,41-45 v,mies,22.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,6400.0,85000.0,,True,,,Etä,7083.333333333333
2022-09-26 21:34:56.248,Palkansaaja,21-25 v,mies,6.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Jotain siltä väliltä,4350.0,55000.0,"Euroina tilille, optiot teoriassa ~400€/kk lisää",True,,,50/50,4583.333333333333
2022-09-26 21:35:45.279,Palkansaaja,26-30 v,mies,6.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Arkkitehti,Pääosin tai kokonaan toimistolla,5500.0,70000.0,,True,,,Toimisto,5833.333333333333
2022-09-26 21:39:09.303,Palkansaaja,26-30 v,mies,8.0,,,,,,,Crowd Collective,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,6000.0,75000.0,,True,,Olisi voinut erotella onko kyse kiinteästä vai laskutukseen perustuvasta kuukausipalkasta.,50/50,6250.0
2022-09-26 21:40:16.192,Palkansaaja,31-35 v,mies,11.0,,,,,,,Exove,PK-Seutu,Konsulttitalossa,1.0,Senior Developer,Pääosin tai kokonaan etätyö,4300.0,53750.0,,True,,,Etä,4479.166666666667
2022-09-26 21:47:33.013,Palkansaaja,31-35 v,mies,9.0,,,,,,,Mirantis,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,8800.0,110000.0,Optio-ohjelma,True,,,Etä,9166.666666666666
2022-09-26 21:47:52.760,Palkansaaja,26-30 v,mies,3.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,4500.0,56250.0,,False,,,Etä,4687.5
2022-09-26 21:49:18.102,Palkansaaja,36-40 v,mies,13.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4835.0,62500.0,,True,,,Etä,5208.333333333333
2022-09-26 21:59:19.263,Laskuttaja,41-45 v,mies,15.0,1.0,Full stack devaus,85.0,140000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-26 22:34:57.669,Palkansaaja,21-25 v,mies,2.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3200.0,38000.0,,False,,,Etä,3166.6666666666665
2022-09-26 22:56:53.378,Palkansaaja,41-45 v,mies,15.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,7500.0,94000.0,,True,,,Etä,7833.333333333333
2022-09-26 23:11:17.826,Palkansaaja,46-50 v,,22.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Arkkitehti,Jotain siltä väliltä,6550.0,95000.0,,False,,,50/50,7916.666666666667
2022-09-26 23:20:35.795,Palkansaaja,31-35 v,mies,5.0,,,,,,,,Turku,Konsulttitalossa,1.0,"Senior developer, full-stack",Pääosin tai kokonaan etätyö,7300.0,91000.0,,True,,,Etä,7583.333333333333
2022-09-26 23:43:36.853,Palkansaaja,26-30 v,mies,10.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Arkkitehti,Jotain siltä väliltä,5700.0,80000.0,,True,,,50/50,6666.666666666667
2022-09-27 00:02:14.328,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,4800.0,62500.0,N. 90/10 palkka ja bonukset. Optioilla voi todennäköisesti pyyhkiä nenää lähitulevaisuudessa.,True,,,Etä,5208.333333333333
2022-09-27 02:52:59.281,Laskuttaja,31-35 v,mies,14.0,1.0,Lead dev,,166000.0,Itse,Suomesta,,,,,,,,,,,,,,
2022-09-27 05:16:20.956,Palkansaaja,21-25 v,mies,1.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.4,Full-stack,Pääosin tai kokonaan toimistolla,1080.0,18000.0,,False,,,Toimisto,1500.0
2022-09-27 05:33:45.386,Palkansaaja,31-35 v,mies,8.0,,,,,,,F-Secure,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Lead developer,Pääosin tai kokonaan etätyö,6100.0,77200.0,,False,,,Etä,6433.333333333333
2022-09-27 05:50:13.377,Palkansaaja,36-40 v,mies,16.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Arkkitehti,Pääosin tai kokonaan etätyö,7000.0,87500.0,Optiot,True,,,Etä,7291.666666666667
2022-09-27 05:50:31.154,Palkansaaja,46-50 v,mies,23.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Arkkitehti,Jotain siltä väliltä,5500.0,68750.0,,True,,,50/50,5729.166666666667
2022-09-27 06:12:10.456,Palkansaaja,31-35 v,mies,3.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,3900.0,48750.0,,True,,,50/50,4062.5
2022-09-27 06:29:05.709,Laskuttaja,36-40 v,mies,10.0,2.0,"Full stack, mobiili, embedded,",72.0,110000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-27 06:37:44.055,Palkansaaja,26-30 v,mies,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,DevOps,Pääosin tai kokonaan etätyö,7838.0,97975.0,50% laskutuksesta provikkana + henkilöstörahasto,True,,,Etä,8164.583333333333
2022-09-27 06:37:45.341,Laskuttaja,31-35 v,mies,6.0,0.5,Backendiä ja devopsia tällähetkellä,85.0,,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-27 06:39:25.123,Palkansaaja,26-30 v,mies,1.0,,,,,,,,Seinäjoki,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan toimistolla,3200.0,38400.0,,False,,,Toimisto,3200.0
2022-09-27 06:51:26.138,Palkansaaja,36-40 v,mies,15.0,,,,,,,,Oulu,Konsulttitalossa,1.0,Arkkitehti,Jotain siltä väliltä,5550.0,69375.0,Mahdollisuus valita kiinteän kk palkan tai provision väliltä. Provisio tapauksessa palkka on noin 500 EUR pienempi ja provision vaikutus 0-900 EUR sen mukaan kuinka paljon on 80% laskutusasteen ylittäviä laskutettavia tunteja.,False,,,50/50,5781.25
2022-09-27 06:52:01.565,Palkansaaja,31-35 v,mies,10.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan toimistolla,5750.0,71800.0,,True,,,Toimisto,5983.333333333333
2022-09-27 06:52:22.230,Palkansaaja,31-35 v,mies,7.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan toimistolla,5700.0,75000.0,,True,,,Toimisto,6250.0
2022-09-27 06:52:44.810,Palkansaaja,31-35 v,mies,6.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Mobiilikehittäjä,Pääosin tai kokonaan etätyö,4900.0,61250.0,Palkka,False,,,Etä,5104.166666666667
2022-09-27 07:10:41.690,Palkansaaja,26-30 v,,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,4200.0,55000.0,,True,,,50/50,4583.333333333333
2022-09-27 07:19:23.798,Palkansaaja,41-45 v,mies,20.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Arkkitehti,Pääosin tai kokonaan toimistolla,5800.0,,,True,,,Toimisto,
2022-09-27 07:19:42.074,Palkansaaja,26-30 v,mies,1.0,,,,,,,,Turku,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,2550.0,31875.0,,True,,,50/50,2656.25
2022-09-27 07:26:07.587,Palkansaaja,36-40 v,mies,4.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,4400.0,55000.0,,True,,,Etä,4583.333333333333
2022-09-27 07:27:53.492,Palkansaaja,36-40 v,mies,15.0,,,,,,,,"Devaajat ympäri suomea, tasaisesti JKL-HKI","Tuotetalossa, jonka core-bisnes on softa",1.0,Senior/Lead developer,Pääosin tai kokonaan etätyö,5300.0,66250.0,+ optiot,True,,,Etä,5520.833333333333
2022-09-27 07:28:12.864,Palkansaaja,41-45 v,mies,18.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Lead developer,Jotain siltä väliltä,6800.0,87000.0,,True,,,50/50,7250.0
2022-09-27 07:32:46.010,Palkansaaja,41-45 v,mies,19.0,,,,,,,,Jyväskylä,Konsulttitalossa,0.8,Senior software developer,Pääosin tai kokonaan toimistolla,4440.0,55500.0,,True,,,Toimisto,4625.0
2022-09-27 07:37:25.538,Palkansaaja,26-30 v,mies,2.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Data Engineer,Pääosin tai kokonaan toimistolla,4500.0,56250.0,"Palkka (jonka tulisi olla about markkinantasoista) plus 50% tietyn rajan yli menevästä tuloksesta jaetaan tasan työntekijöille kyseisen vuoden työskentelykuukausien perusteella. En ole vielä ollut talossa niin kauaa että olisin saanut ensimmäistä bonusta, joten ilmoittamani palkat ovat nyt peruspalkkoja.",True,,,Toimisto,4687.5
2022-09-27 07:41:10.105,Palkansaaja,51-55 v,mies,25.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Ohjelmistokehittäjä ja arkkitehti,Jotain siltä väliltä,5000.0,62500.0,,True,,,50/50,5208.333333333333
2022-09-27 07:41:17.320,Palkansaaja,31-35 v,mies,10.0,,,,,,,Compile,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,7500.0,99150.0,Provisio 45% + asiakastyytyväisyysbonus väliltä 0-500 € per kk,True,,,Etä,8262.5
2022-09-27 07:44:41.093,Palkansaaja,36-40 v,mies,12.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,6100.0,93000.0,,True,,,Etä,7750.0
2022-09-27 07:49:50.247,Palkansaaja,26-30 v,muu,10.0,,,,,,,Fraktio,PK-Seutu,Konsulttitalossa,1.0,DevOps Engineer,Pääosin tai kokonaan etätyö,4700.0,58750.0,rahaa ja lämmintä kättä,False,,,Etä,4895.833333333333
2022-09-27 07:56:29.289,Palkansaaja,31-35 v,mies,8.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",1.0,Senior Site Reliability Engineer,Pääosin tai kokonaan etätyö,8000.0,100000.0,,True,,,Etä,8333.333333333334
2022-09-27 07:56:51.895,Palkansaaja,36-40 v,mies,10.0,,,,,,,,Tampere,Konsulttitalossa,1.0,"Sekatyömies (projari, arkkitehti, full-stack, firman strategi)",Pääosin tai kokonaan etätyö,5000.0,64000.0,,False,,,Etä,5333.333333333333
2022-09-27 07:58:53.317,Palkansaaja,26-30 v,mies,2.0,,,,,,,,Jyväskylä,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.4,,Jotain siltä väliltä,1200.0,500.0,,True,,,50/50,41.666666666666664
2022-09-27 08:01:27.968,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Data Scientist,Pääosin tai kokonaan etätyö,4100.0,51250.0,,False,,,Etä,4270.833333333333
2022-09-27 08:02:20.972,Palkansaaja,26-30 v,mies,5.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Backend/Data Engineer,Pääosin tai kokonaan etätyö,5800.0,72500.0,Optioita 4 vuoden vestauksella,True,,Firman kokoa voisi kysyä. Starttien kompensaatiomallit eroaa huomattavasti megakorpoista.,Etä,6041.666666666667
2022-09-27 08:04:53.131,Palkansaaja,36-40 v,mies,16.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Ohjelmistokehittäjä (backend),Pääosin tai kokonaan etätyö,4200.0,56700.0,,True,,,Etä,4725.0
2022-09-27 08:09:38.299,Palkansaaja,36-40 v,mies,10.0,,,,,,,Zevoy,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Senior Backend Developer,Pääosin tai kokonaan etätyö,7070.0,88375.0,Osakkeet,True,,,Etä,7364.583333333333
2022-09-27 08:12:32.740,Palkansaaja,31-35 v,mies,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Frontend,Pääosin tai kokonaan etätyö,6000.0,80000.0,,True,,,Etä,6666.666666666667
2022-09-27 08:14:16.431,Palkansaaja,26-30 v,,11.0,,,,,,,Mavericks,Turku,Konsulttitalossa,1.0,Full-stack/frontend,Pääosin tai kokonaan etätyö,7300.0,91250.0,,True,,,Etä,7604.166666666667
2022-09-27 08:16:18.735,Palkansaaja,36-40 v,mies,12.0,,,,,,,Siili One,PK-Seutu,Konsulttitalossa,1.0,Asiantuntija käyttöliittymä suunnittelussa sekä frontti kehityksessä,Pääosin tai kokonaan etätyö,7300.0,,,True,Kiitos kun teette avointa palkkakyselyä,Tuntilaskutus summaa,Etä,
2022-09-27 08:17:18.558,Palkansaaja,41-45 v,mies,22.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistoarkkitehti,Pääosin tai kokonaan etätyö,5200.0,65000.0,,True,,,Etä,5416.666666666667
2022-09-27 08:17:32.473,Palkansaaja,26-30 v,mies,2.0,,,,,,,Knowit Solutions,PK-Seutu,Konsulttitalossa,1.0,QA,Jotain siltä väliltä,4000.0,48000.0,,True,,,50/50,4000.0
2022-09-27 08:18:46.805,Palkansaaja,31-35 v,mies,11.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,5500.0,68750.0,osakkeita,True,,,50/50,5729.166666666667
2022-09-27 08:22:16.179,Palkansaaja,41-45 v,muu,20.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan toimistolla,5200.0,62000.0,,True,,,Toimisto,5166.666666666667
2022-09-27 08:23:55.018,Palkansaaja,31-35 v,mies,12.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Data Developer,Jotain siltä väliltä,5400.0,70000.0,kiinteä kk-palkka + max. 10% bonus,False,,,50/50,5833.333333333333
2022-09-27 08:28:02.658,Palkansaaja,41-45 v,nainen,6.0,,,,,,,Siili,PK-Seutu,Konsulttitalossa,1.0,Full-stack devaaja,Jotain siltä väliltä,4397.0,49400.0,,True,,,50/50,4116.666666666667
2022-09-27 08:28:48.818,Palkansaaja,36-40 v,mies,12.0,,,,,,,Siili,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan toimistolla,4500.0,4800.0,"0-400€ kuukausipalkasta osakkeita ja saman verran optioita, kerrytetään 6kk ja ostetaan markkinahintaan",True,,,Toimisto,400.0
2022-09-27 08:30:28.478,Palkansaaja,31-35 v,mies,8.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,SRE,Jotain siltä väliltä,5500.0,68750.0,Optioita tulee edellisen rahoituskierroksen valuaation pohjalta n. 4000e/kk,False,,,50/50,5729.166666666667
2022-09-27 08:37:22.317,Palkansaaja,31-35 v,nainen,7.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Projektipäällikkö,Pääosin tai kokonaan etätyö,4500.0,55000.0,,True,,,Etä,4583.333333333333
2022-09-27 08:38:21.890,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Jyväskylä,"Tuotetalossa, jonka core-bisnes on softa",0.8,"Ohjelmistokehittäjä (mobile, web)",Pääosin tai kokonaan toimistolla,4320.0,54000.0,,True,,,Toimisto,4500.0
2022-09-27 08:38:57.881,Palkansaaja,36-40 v,mies,13.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Frontend,Pääosin tai kokonaan etätyö,5600.0,67200.0,,True,,,Etä,5600.0
2022-09-27 08:51:48.268,Palkansaaja,26-30 v,mies,3.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full stack engineer ,Pääosin tai kokonaan etätyö,4540.0,56750.0,"+ Optiot, n +400e lisää kuussa nykyarvostuksella",False,,,Etä,4729.166666666667
2022-09-27 08:55:21.591,Palkansaaja,36-40 v,mies,13.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,6500.0,82000.0,,True,,,Etä,6833.333333333333
2022-09-27 09:13:15.573,Palkansaaja,31-35 v,mies,8.0,,,,,,,,Oulu,Konsulttitalossa,1.0,Senior Software Engineer,Pääosin tai kokonaan etätyö,5400.0,67500.0,,True,,,Etä,5625.0
2022-09-27 09:17:14.645,Palkansaaja,31-35 v,nainen,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,3834.0,47925.0,,True,,,50/50,3993.75
2022-09-27 09:19:09.902,Palkansaaja,31-35 v,mies,5.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5400.0,67500.0,,False,,,Etä,5625.0
2022-09-27 09:19:14.719,Palkansaaja,41-45 v,mies,21.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend-devaaja,Pääosin tai kokonaan toimistolla,8200.0,210000.0,Peruspalkka + RSU + bonus,True,,,Toimisto,17500.0
2022-09-27 09:28:02.796,Palkansaaja,31-35 v,mies,6.0,,,,,,,Elektrobit Automotive Finland,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Senior Software Engineer,Jotain siltä väliltä,4905.0,61312.5,,True,,,50/50,5109.375
2022-09-27 09:51:27.978,Palkansaaja,36-40 v,mies,11.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5850.0,110000.0,"osinkoa tuloksen mukaan, n. 40k vuodessa",True,,,Etä,9166.666666666666
2022-09-27 09:51:59.423,Palkansaaja,21-25 v,mies,2.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Projektipäällikkö,Pääosin tai kokonaan toimistolla,3000.0,39500.0,,True,,"Mahdollisesti kysymys siitä kuinka tietoinen ""haastateltava"" on oman alansa palkkatilanteesta. Tätä kautta saisi tietoa siitä miten ajantasalla vastaajat ovat, ja pitääkö oma käsitys palkkatasosta paikkansa kyselyn tulosten perusteella. ",Toimisto,3291.6666666666665
2022-09-27 09:58:29.904,Palkansaaja,31-35 v,nainen,9.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,4800.0,0.0,,False,,,Etä,0.0
2022-09-27 10:01:07.845,Palkansaaja,26-30 v,nainen,7.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5500.0,69000.0,,True,,,Etä,5750.0
2022-09-27 10:04:26.751,Palkansaaja,31-35 v,mies,11.0,,,,,,,,Oulu,Konsulttitalossa,0.8,Full-stack,Jotain siltä väliltä,4500.0,55000.0,,True,,,50/50,4583.333333333333
2022-09-27 10:11:54.362,Palkansaaja,26-30 v,mies,8.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Full-stack,Jotain siltä väliltä,4600.0,57500.0,,True,,,50/50,4791.666666666667
2022-09-27 10:24:24.564,Palkansaaja,41-45 v,mies,13.0,,,,,,,,Oulu,Konsulttitalossa,1.0,"Frontend-kehittäjä, scrum master",Pääosin tai kokonaan etätyö,4800.0,60000.0,,True,,,Etä,5000.0
2022-09-27 10:25:50.692,Palkansaaja,36-40 v,mies,14.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full stack -kehittäjä,Pääosin tai kokonaan etätyö,5300.0,63600.0,,False,,,Etä,5300.0
2022-09-27 10:40:59.434,Palkansaaja,26-30 v,mies,6.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5100.0,63750.0,,True,,,Etä,5312.5
2022-09-27 11:04:01.994,Palkansaaja,31-35 v,mies,9.0,,,,,,,,Turku,Konsulttitalossa,1.0,Senior software developer,Pääosin tai kokonaan etätyö,5400.0,67500.0,Peruspalkka 4800e jonka päälle pieni provisio laskutuksesta,False,,,Etä,5625.0
2022-09-27 11:07:13.703,Palkansaaja,26-30 v,nainen,3.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4410.0,55125.0,,True,,,Etä,4593.75
2022-09-27 11:08:59.318,Palkansaaja,36-40 v,nainen,2.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Frontend koodari,Jotain siltä väliltä,2600.0,32500.0,Bonusta saa jos täysiaikaisena ja työskennellyt tietyn aikaa ja firma tehnyt tulosta,False,,,50/50,2708.3333333333335
2022-09-27 11:09:51.448,Palkansaaja,31-35 v,nainen,5.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",0.8,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4200.0,52500.0,,False,,,Etä,4375.0
2022-09-27 11:11:52.639,Palkansaaja,31-35 v,nainen,6.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4800.0,60200.0,,True,,,50/50,5016.666666666667
2022-09-27 11:23:13.991,Palkansaaja,31-35 v,mies,2.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend,Pääosin tai kokonaan etätyö,4100.0,51000.0,,True,,,Etä,4250.0
2022-09-27 11:24:50.475,Palkansaaja,31-35 v,nainen,9.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,,Pääosin tai kokonaan etätyö,4581.0,57200.0,,True,,,Etä,4766.666666666667
2022-09-27 11:25:29.635,Palkansaaja,36-40 v,nainen,14.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä ja designer,"Saa tehdä työt miten haluaa, vaikka kokonaan etänä, mutta itse pidän toimistolla työskentelemisestä joten olen siellä",4700.0,70000.0,peruspalkka + compdev bonus + yksikön tulokseen pohjautuva bonus + onsite bonus,True,,,,5833.333333333333
2022-09-27 11:29:19.210,Palkansaaja,26-30 v,nainen,5.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Jotain siltä väliltä,4300.0,53750.0,,True,,,50/50,4479.166666666667
2022-09-27 11:38:35.918,Palkansaaja,36-40 v,mies,16.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,CTO,Pääosin tai kokonaan etätyö,4000.0,50000.0,Maksutta saatu omistusosuus startupista 4v vestingillä,False,,,Etä,4166.666666666667
2022-09-27 11:38:43.668,Palkansaaja,31-35 v,nainen,8.0,,,,,,,,Tampere,Konsulttitalossa,1.0,"Ohjelmistokehittäjä, enimmäkseen backend",Jotain siltä väliltä,4640.71,58008.87,,True,,,50/50,4834.0725
2022-09-27 11:51:17.860,Palkansaaja,31-35 v,,7.0,,,,,,,Gofore,PK-Seutu,Konsulttitalossa,1.0,Cloud,Pääosin tai kokonaan etätyö,5200.0,65000.0,,True,,,Etä,5416.666666666667
2022-09-27 11:52:24.497,Palkansaaja,31-35 v,mies,15.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Backend developer,Pääosin tai kokonaan etätyö,5200.0,70000.0,,True,,,Etä,5833.333333333333
2022-09-27 11:53:12.066,Palkansaaja,36-40 v,mies,9.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4750.0,60000.0,,False,,,50/50,5000.0
2022-09-27 11:53:43.598,Laskuttaja,36-40 v,mies,12.0,12.0,"DevOps, Cloud, Fullstack",90.0,145000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-27 11:54:16.492,Palkansaaja,31-35 v,mies,9.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,6100.0,100000.0,,True,,,Etä,8333.333333333334
2022-09-27 11:58:56.399,Palkansaaja,31-35 v,mies,3.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,3600.0,45000.0,,False,,,50/50,3750.0
2022-09-27 12:01:02.355,Palkansaaja,46-50 v,mies,25.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Senior Devops Engineer,Pääosin tai kokonaan etätyö,6500.0,98000.0,Kiinteä kuukausi palkka ja laskutuksesta ylijäämä maksetaan bonuksia ,True,,,Etä,8166.666666666667
2022-09-27 12:04:06.739,Palkansaaja,36-40 v,mies,10.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4874.0,60925.0,,True,,,50/50,5077.083333333333
