Timestamp,Palkansaaja vai laskuttaja,Siirtynyt palkansaaja/laskuttaja,Ikä,Sukupuoli,Suomen kielen taito,Työkieli,Työkokemus alalta (vuosina),Vuosia nykyisellä työnantajalla,Työpaikkojen lukumäärä,Yrityksen koko,Koulutustaustasi,Opintoala,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Laskutettavat tunnit viikossa,Viikot ilman laskutusta,Laskutustavat,Sopimuksen pituus,Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Seniority,Virallinen senioriteetti,Kuukausipalkka,"Provisio (kk, brutto)",Lomaraha (EUR),Bonus (EUR),Osakkeet/optiot (EUR),Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Bonukset (kuvaus),Edut (ei luontoisedut),Vuosittaiset verovapaat edut (EUR),Luontoisedut,Käyttöjärjestelmä,Ohjelmointikieli,Web-kehykset,Data & ML,DevOps & pilvi,Tietokannat,Vapaa sana,Palaute,Vastaustunniste,Vuositulot,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2026-02-13 22:41:01.148,Laskuttaja,Ei,31-35,mies,Yes,Finnish,4.0,3.0,3.0,3-5,"Master’s degree – university (FM, KTM, DI, etc.)",Health and Welfare,0.0,3.0,Full stack,40.0,70000.0,37.5,4.0,Hourly billing,12-24 months,Myself,Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Windows,"JavaScript, TypeScript","React, Next.js, Express",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)",MongoDB,,,577a9d5d511234ae,,,,
2026-02-13 23:50:16.242,Palkansaaja,Ei,31-35,mies,Yes,English,4.0,4.0,1.0,101-500,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),10.5,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.05,"Developer, Full-Stack",Mid-level,,4200.0,0.0,2520.0,600.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Public transport subsidy (tax-free)",400.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"TypeScript, Python, PHP","Vue.js, FastAPI, Symfony",SQL,"Linux server, Docker","MySQL, MongoDB",,,7f7b489c315e3ee4,53520.0,"Developer, Full-Stack",4460.0,4460.0
2026-02-14 09:01:53.371,Palkansaaja,Ei,41-45,nainen,Yes,Both,25.0,5.0,15.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0933333333333333,0.1,Product Manager,Staff / Principal / Lead,No,8200.0,4600.0,4500.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, Commission (sales or performance-based), Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,"JavaScript, TypeScript, Bash","React, Node.js, Express",SQL,"Linux server, Docker, Ansible","PostgreSQL, MongoDB",,,225024aa4bfe1d29,102900.0,Product Manager,8575.0,7842.987804878049
2026-02-14 09:13:48.553,Palkansaaja,Ei,31-35,mies,Yes,English,8.0,3.0,4.0,101-500,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),5.0,,,,,,,,,,,,Etätyö,"Tuotetalossa, jonka core-bisnes on softa",1.0666666666666667,0.0,"Developer, Backend",Staff / Principal / Lead,Yes,8500.0,0.0,5100.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Stock options / equity, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Training/Courses/Education budget, Snacks and beverages in office",,,macOS,Go,,"SQL, Kafka","Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)",PostgreSQL,,,8fc8a40719d62062,107100.0,"Developer, Backend",8925.0,8367.1875
2026-02-14 13:40:29.694,Palkansaaja,Ei,46-50,mies,Yes,Both,28.0,8.0,6.0,501-1000,Doctorate (PhD / tohtori),Information and Communication Technologies (ICT / Computer Science),1.8,,,,,,,,,,,Reaktor,PK-seutu,Konsultointi,1.0,0.9,AI/ML Engineer,Senior,Yes,7053.0,0.0,3808.0,80.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires), On-call compensation (standby pay)","Work laptop, Fixed-line internet to your home, Snacks and beverages in office, Public transport subsidy (tax-free), pretty good healthcare at Mehiläinen, not through insurance",1650.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Go","Node.js, Flask, FastAPI","Airflow, Snowflake / BigQuery / Redshift, Pandas / NumPy","Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, Redis",,,a6a69d5c937f1a98,88524.0,AI/ML Engineer,7377.0,7377.0
2026-02-14 21:19:44.967,Palkansaaja,Ei,26-30,nainen,Yes,Finnish,2.0,0.0,4.0,6-10,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.6,"Developer, Full-Stack",Junior / Entry-level,Not sure,2500.0,0.0,0.0,0.0,0.0,,En osaa sanoa,Company performance bonus,"Work laptop, Free gym membership, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"JavaScript, Python",,SQL,Docker,PostgreSQL,,,4a9d5c02e808603a,30000.0,"Developer, Full-Stack",2500.0,2500.0
2026-02-14 22:27:58.661,Palkansaaja,Ei,41-45,mies,Yes,English,18.0,6.0,5.0,1001-5000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),4.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,"Developer, Full-Stack",Staff / Principal / Lead,Yes,11800.0,0.0,7000.0,16000.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Company performance bonus","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Fixed-line internet to your home, Snacks and beverages in office",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Scala, ",React,SQL,"Linux server, Docker, Ansible","PostgreSQL, Redis, Elasticsearch",,,4c3705fb766f1d2d,164600.0,"Developer, Full-Stack",13716.666666666666,13716.666666666666
2026-02-14 23:53:57.692,Palkansaaja,Ei,36-40,mies,Yes,Both,10.0,3.0,4.0,51-100,Upper secondary – general (lukio / high school equivalent),Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,Oulu,Konsultointi,1.0,0.0,"Developer, Full-Stack",Senior,No,6800.0,2800.0,4160.0,0.0,0.0,,Yli markkinatason,Lomaraha (Holiday bonus),"Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",0.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Go","React, Node.js, NestJS",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, Redis",,,05dd9216c5dfdb93,85760.0,"Developer, Full-Stack",7146.666666666667,7146.666666666667
2026-02-15 07:22:29.038,Palkansaaja,Ei,36-40,mies,Yes,English,15.0,4.0,5.0,501-1000,Upper secondary – general (lukio / high school equivalent),,,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,Engineering Manager,Staff / Principal / Lead,Yes,8500.0,0.0,4250.0,200000.0,400000.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Sign-on bonus, Stock options / equity, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Free gym membership, Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,Java,,,"Terraform, AWS",DynamoDB,,,726bce76619a0973,706250.0,Engineering Manager,58854.166666666664,58854.166666666664
2026-02-15 14:35:40.957,Palkansaaja,Ei,41-45,mies,Yes,Finnish,22.0,7.0,4.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),4.6,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.3,Engineering Manager,Manager or People Lead,Yes,91000.0,0.0,4380.0,8600.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, On-call compensation (standby pay)","Work laptop, Training/Courses/Education budget, Snacks and beverages in office",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,Clojure,,SQL,"Kubernetes, Microsoft Azure",PostgreSQL,,"Erittäin hyvä kysely, kiitos!",231d88e2c60ba704,1104980.0,Engineering Manager,92081.66666666667,92081.66666666667
2026-02-15 21:11:02.084,Palkansaaja,Ei,26-30,mies,Yes,Both,6.0,0.0,3.0,5001-10000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),38.0,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.6,"Developer, Full-Stack",Mid-level,Yes,5250.0,0.0,1900.0,4500.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, On-call compensation (standby pay)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours)",,,macOS,"JavaScript, TypeScript, Java","React, Node.js, Express",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",DynamoDB,,,c0177e240e66259b,69400.0,"Developer, Full-Stack",5783.333333333333,5783.333333333333
2026-02-16 08:13:10.975,Palkansaaja,Ei,31-35,mies,Yes,English,8.0,3.0,4.0,5001-10000,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),10.0,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.1,"Developer, Full-Stack",Senior,Yes,6900.0,1000.0,3500.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Individual performance bonus, Stock options / equity, On-call compensation (standby pay)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Training/Courses/Education budget, Snacks and beverages in office",500.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Limited car benefit",macOS,TypeScript,"React, Next.js, Node.js",SQL,"Docker, Terraform, Microsoft Azure",MySQL,,,be29fabaaa24375f,86300.0,"Developer, Full-Stack",7191.666666666667,7191.666666666667
2026-02-16 08:18:12.754,Palkansaaja,Ei,36-40,mies,Yes,Both,17.0,2.0,6.0,11-50,Master’s degree – AMK (YAMK),Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,"Developer, Backend",Staff / Principal / Lead,Yes,7500.0,0.0,0.0,0.0,0.0,,Markkinataso,"Company performance bonus, Stock options / equity","Health insurance, Work laptop, Snacks and beverages in office",0.0,,macOS,TypeScript,"Node.js, Express, NestJS","SQL, Airflow, Snowflake / BigQuery / Redshift","Kubernetes, Terraform, AWS","PostgreSQL, DynamoDB",,,b3e446d85ac9cab1,90000.0,"Developer, Backend",7500.0,7500.0
2026-02-16 08:29:04.586,Laskuttaja,Ei,41-45,mies,Yes,Finnish,20.0,4.0,4.0,3-5,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),-6.0,4.0,"Software development, full-stack",80.0,140000.0,38.0,5.0,Hourly billing,Over 24 months,Agencies,Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"TypeScript, Java, Kotlin","React, Express, Spring Boot",SQL,"Kubernetes, Terraform, AWS","PostgreSQL, Redis, DynamoDB",,,1f70b6bb73f82478,,,,
2026-02-16 08:53:12.653,Palkansaaja,Ei,41-45,mies,Yes,English,18.0,4.0,4.0,51-100,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,Turku,Konsultointi,1.0,0.0,"Developer, Full-Stack",Senior,No,6750.0,3750.0,4050.0,0.0,0.0,base + 50% of hours invoiced,Markkinataso,"Lomaraha (Holiday bonus), Commission (sales or performance-based), Referral bonus (for successful hires)","Work laptop, Other tools like high-end keyboard, mouse etc, Monitors for home office",84.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Java","React, FastAPI, Spring Boot",SQL,"Docker, Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, Databricks",,,70333629741c0497,85050.0,"Developer, Full-Stack",7087.5,7087.5
2026-02-16 08:56:53.756,Palkansaaja,Ei,31-35,nainen,Yes,Finnish,9.0,7.0,2.0,1001-5000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)","Business, Administration, and Law",0.0,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.3,"Developer, Desktop or Enterprise Applications",Senior,Not sure,5520.0,0.0,1130.0,520.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Individual performance bonus, Overtime extra pay (e.g. 1.5x or 2x pay rate), Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Free gym membership, Training/Courses/Education budget, Fixed-line internet to your home, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Garage (outside work hours)",Windows,,,,Microsoft Azure,,,,04f9372fd1c93cbb,67890.0,"Developer, Desktop or Enterprise Applications",5657.5,5657.5
2026-02-16 08:58:59.863,Palkansaaja,Ei,31-35,mies,Yes,Both,12.0,0.0,5.0,1001-5000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),20.0,,,,,,,,,,,Oura,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,Platform Engineer,Senior,Yes,7100.0,0.0,4200.0,0.0,50000.0,Base salary + RSU,Markkinataso,"Lomaraha (Holiday bonus), Individual performance bonus, Company performance bonus, Stock options / equity","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Monitors for home office, Snacks and beverages in office",800.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Linux (bare metal / native),"TypeScript, Python",Express,,"Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",,,,a3b37e6f4c9488d7,139400.0,Platform Engineer,11616.666666666666,11616.666666666666
2026-02-16 09:10:59.242,Palkansaaja,Ei,46-50,mies,Yes,Both,26.0,2.0,,6-10,Upper secondary – general (lukio / high school equivalent),,0.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,"Developer, Full-Stack",Senior,No,6000.0,0.0,3000.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Stock options / equity",,,,macOS,"JavaScript, TypeScript, Go","React, Express","SQL, Kafka","Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)","PostgreSQL, Redis",,,87d26a67dc6edd0b,75000.0,"Developer, Full-Stack",6250.0,6250.0
2026-02-16 09:30:48.048,Palkansaaja,Ei,31-35,mies,Yes,English,10.0,3.0,3.0,51-100,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),1.0,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.9,DevOps Engineer or Professional,Senior,No,5100.0,0.0,2500.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Garage (outside work hours)",Linux (bare metal / native),"Python, Bash",,,"Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",DynamoDB,,,28f71ebf6734e189,63700.0,DevOps Engineer or Professional,5308.333333333333,5308.333333333333
2026-02-16 09:52:20.152,Palkansaaja,Ei,26-30,mies,Yes,Finnish,2.0,0.0,2.0,5001-10000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,Kela,PK-seutu,Julkinen/kolmas sektori,1.0133333333333334,0.8,"Developer, QA or Test",Junior / Entry-level,No,2320.0,0.0,0.0,0.0,0.0,,Alle markkinatason,,,100.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit)",Windows,"TypeScript, Java","React, Spring Boot",SQL,Kubernetes,PostgreSQL,,,4e51748061af01cf,27840.0,"Developer, QA or Test",2320.0,2289.4736842105262
2026-02-16 09:53:41.702,Palkansaaja,Ei,31-35,mies,Yes,Finnish,6.0,2.0,3.0,101-500,Upper secondary – general (lukio / high school equivalent),,,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",0.9866666666666667,0.01,Data Engineer,Staff / Principal / Lead,Yes,6700.0,0.0,4020.0,0.0,0.0,,Markkinataso,Lomaraha (Holiday bonus),"Health insurance, Work laptop",200.0,Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit),macOS,"Python, Bash",,"Airflow, dbt, Snowflake / BigQuery / Redshift","Docker, Google Cloud Platform (GCP)",,,,cb561b6d80c08278,84420.0,Data Engineer,7035.0,7130.0675675675675
2026-02-16 10:17:17.392,Palkansaaja,Ei,31-35,mies,Yes,English,12.0,1.0,7.0,11-50,Upper secondary – general (lukio / high school equivalent),Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,"Developer, Full-Stack",Mid-level,No,5600.0,0.0,3360.0,0.0,0.0,,Markkinataso,,"Work remotely from abroad (1 week or more), Work laptop",400.0,,macOS,"TypeScript, Python, Bash","React, Next.js, Node.js",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, Redis",,,0bdc9f502cd64474,70560.0,"Developer, Full-Stack",5880.0,5880.0
2026-02-16 10:32:22.447,Palkansaaja,Ei,36-40,mies,Yes,Both,16.0,5.0,8.0,51-100,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Engineering Manager,Manager or People Lead,Yes,6000.0,0.0,3600.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Work laptop, Training/Courses/Education budget, Fixed-line internet to your home, Monitors for home office",300.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"JavaScript, TypeScript, PHP","React, Next.js, Node.js",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)","PostgreSQL, MySQL, Redis",,,79569cfd743239cc,75600.0,Engineering Manager,6300.0,6300.0
2026-02-16 10:48:00.326,Laskuttaja,Ei,36-40,mies,Yes,Both,20.0,2.0,6.0,3-5,Upper secondary – general (lukio / high school equivalent),,,2.0,Full-stack software development and architecture,,90000.0,,,Monthly billing,Over 24 months,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,TypeScript,Next.js,SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",MySQL,,,479038589fb44196,,,,
2026-02-16 11:44:10.983,Palkansaaja,Ei,31-35,mies,Yes,Finnish,7.0,5.0,2.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,Turku,Konsultointi,1.0,0.0,"Developer, Full-Stack",Senior,No,4928.0,0.0,0.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",400.0,,Windows,"TypeScript, Python","React, Next.js, Django",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)","PostgreSQL, MySQL, Oracle",,,f4f8fc4e12af09dd,59136.0,"Developer, Full-Stack",4928.0,4928.0
2026-02-16 12:02:54.466,Laskuttaja,Ei,16-20,mies,Yes,Finnish,5.0,,6.0,1,Basic education (peruskoulu / compulsory education),,17.0,5.0,"Full-stack development, web development",70.0,29000.0,23.0,34.0,Hourly billing,12-24 months,Myself,Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Linux (bare metal / native),"TypeScript, Python, PHP","React, Vue.js",,"Linux server, Docker, Microsoft Azure","PostgreSQL, MySQL, Redis",,,7de9c2959f46b13a,,,,
2026-02-16 12:24:08.055,Palkansaaja,Ei,41-45,mies,Yes,Both,18.0,,,11-50,Upper secondary – general (lukio / high school equivalent),,5.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,,"Developer, Full-Stack",Senior,No,5600.0,0.0,0.0,0.0,0.0,,Alle markkinatason,On-call compensation (standby pay),"Health insurance, Work laptop",,,macOS,"TypeScript, Python, Go",,,"Linux server, Ansible",PostgreSQL,,,e6d6b9327f76f6d9,67200.0,"Developer, Full-Stack",5600.0,5600.0
2026-02-16 12:30:37.126,Palkansaaja,Ei,36-40,mies,Yes,English,15.0,2.0,5.0,101-500,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),1.6,,,,,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,"Developer, Full-Stack",Senior,Yes,5300.0,0.0,0.0,860.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows,"JavaScript, TypeScript, C#","React, ASP.NET Core",SQL,"Docker, Kubernetes, Microsoft Azure",SQL Server,,,25cf499aa99e6463,64460.0,"Developer, Full-Stack",5371.666666666667,5371.666666666667
2026-02-16 13:34:17.972,Palkansaaja,Ei,36-40,mies,Yes,Both,4.0,4.0,1.0,1001-5000,Master’s degree – AMK (YAMK),Information and Communication Technologies (ICT / Computer Science),18.0,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.02,Project Manager,Senior,No,5200.0,0.0,3328.0,200.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Individual performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Free office parking (during work hours), Training/Courses/Education budget, Snacks and beverages in office",320.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),Windows,"Python, Java",,"SQL, Kafka, Pandas / NumPy","Linux server, Windows server, Ansible","PostgreSQL, SQL Server",,,d6ac2d649f0aa08d,65928.0,Project Manager,5494.0,5494.0
2026-02-16 14:59:11.180,Palkansaaja,Ei,46-50,mies,Yes,Finnish,30.0,10.0,4.0,1001-5000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),1.9,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.02,Infrastructure Engineer (On-Prem / Data Center / Hardware / Network),Senior,No,5672.0,0.0,3403.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours), Snacks and beverages in office",340.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows + Linux VM,,,,"Linux server, Windows server, Docker swarm mode","PostgreSQL, SQL Server, Redis",,,c5c1d55b111bdd4f,71467.0,Infrastructure Engineer (On-Prem / Data Center / Hardware / Network),5955.583333333333,5955.583333333333
2026-02-16 15:21:58.672,Palkansaaja,Ei,41-45,mies,Yes,Finnish,18.0,13.0,2.0,6-10,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),5.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.15,"Architect, Software or Solutions",Staff / Principal / Lead,Yes,6400.0,0.0,4800.0,0.0,0.0,,Markkinataso,Lomaraha (Holiday bonus),"Work laptop, Training/Courses/Education budget",300.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"JavaScript, TypeScript","Vue.js, Node.js, Express",SQL,"Linux server, Ansible, CI/CD (GitHub Actions, GitLab CI, Jenkins)",MySQL,,,7386a5dfa546d6c3,81600.0,"Architect, Software or Solutions",6800.0,6800.0
