Timestamp,Palkansaaja vai laskuttaja,Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2022 jälkeen?,Ikä,Sukupuoli,Työkokemus alalta (vuosina),Koulutustaustasi,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen? (muut vastaukset),Vapaa sana,Palaute,Vastauskieli,Vastaustunniste,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2023-09-04 18:56:43.027,Palkansaaja,Ei,36-40,mies,20.0,Alempi korkeakoulututkinto,40.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.4,COO,7000.0,87500,Palkka,Ei,,,,fi,777cae01be4de4b6,COO,7291.666666666667,7291.666666666667
2023-09-04 18:58:09.606,Palkansaaja,Ei,31-35,mies,10.0,Lukio,10.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.25,,8000.0,100000.0,,Kyllä,,,,fi,ca04e6dfee2ca619,,8333.333333333334,8333.333333333334
2023-09-04 19:03:18.652,Laskuttaja,Ei,31-35,mies,10.0,Yliopisto-opintoja,0.0,3.0,"Full stack, mobiili, devops, arkkitehtuuri",140.0,230000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,d89db8d2104a81d2,,,
2023-09-04 19:06:03.505,Palkansaaja,Ei,26-30,mies,6.0,AMK,10.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,0.4,Software developer,4200.0,50000,,Kyllä,,,,fi,d55cf8b6fc398636,Software developer,4166.666666666667,4166.666666666667
2023-09-04 19:06:41.542,Palkansaaja,Ei,31-35,mies,4.0,Liiketalouden tradenomi,20.5,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.6,Fullstack,4700.0,58750,,Kyllä,,,,fi,0a372f10eb092805,*Full-stack Developer,4895.833333333333,4895.833333333333
2023-09-04 19:07:59.141,Palkansaaja,Ei,41-45,mies,16.0,Yliopisto,5.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.0,Full Stack Software Architect,6620.0,82500,,Kyllä,,,,fi,e36c452f42561ff2,Full Stack Software Architect,6875.0,6875.0
2023-09-04 19:13:40.406,Palkansaaja,Ei,36-40,mies,6.0,,25.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.01,"Lead frontend developer, tech lead",7270.0,92000,Oma sijoitus -> tulevaisuudessa optioita,Kyllä,,,,fi,e68b2d7dcc3fd7ea,"Lead frontend developer, tech lead",7666.666666666667,7666.666666666667
2023-09-04 19:16:07.543,Laskuttaja,Ei,36-40,mies,15.0,"Filosofian Maisteri, Tietojenkäsittelytiede",0.0,2.0,Full-stack devausta,95.0,157000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,d3717cd93f36f31b,,,
2023-09-04 19:26:23.999,Laskuttaja,Ei,31-35,mies,10.0,Tietotekniikan diplomi-insinööri,10.0,4.0,Full stack,95.0,140000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,fbec3a0a3ba24200,,,
2023-09-04 19:31:36.951,Palkansaaja,Ei,41-45,mies,10.0,peruskoulu,6.5,,,,,,,,Turku,Konsulttitalossa,1.0,1.0,,6180.0,77250.0,,Kyllä,,,,fi,19e8d5666b15160f,,6437.5,6437.5
2023-09-04 19:35:04.478,Palkansaaja,Ei,51-55,mies,25.0,DI,0.0,,,,,,,Compile,PK-seutu,Konsulttitalossa,1.0,0.0,Backend developer,7300.0,90000,,Kyllä,,,,fi,b9314370592521a7,Backend developer,7500.0,7500.0
2023-09-04 19:39:13.403,Palkansaaja,Ei,36-40,mies,12.0,Maisteri,-10.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,Kehityspäällikkö,6300.0,78000,,Kyllä,,,,fi,2f606869d7807235,Kehityspäällikkö,6500.0,6500.0
2023-09-04 19:44:43.734,Palkansaaja,Ei,36-40,mies,15.0,m.sc.,3.0,,,,,,,Liikennevirta,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Lead infrastructure engineer,7300.0,92750,,Kyllä,,,,fi,25daa3f28a1150a0,Lead infrastructure engineer,7729.166666666667,7729.166666666667
2023-09-04 19:48:38.977,Palkansaaja,Ei,31-35,mies,13.0,Insinööri (AMK),0.0,,,,,,,Exove,PK-seutu,Konsulttitalossa,1.0,0.0,Senior Developer,4300.0,53750.0,,Ei,,,,fi,7ba358cad2b827f4,*Senior Developer,4479.166666666667,4479.166666666667
2023-09-04 19:51:54.511,Palkansaaja,Ei,36-40,mies,14.0,AMK,0.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",1.1,0.0,Senior software developer,3700.0,49000,"Kuukausipalkka, joulubonus",Ei,,,,fi,fe14c8b23b78edeb,*Senior Developer,4083.3333333333335,3712.121212121212
2023-09-04 19:53:13.511,Palkansaaja,Ei,46-50,mies,2.0,Itseopiskeltu + Ammattikoulu + Työllisyyskurssi,-15.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Junior Software developer,2600.0,32500.0,,Ei,,,,fi,40026b9e3c2b580a,Junior Software developer,2708.3333333333335,2708.3333333333335
2023-09-04 20:02:22.873,Palkansaaja,Ei,26-30,mies,5.0,AMK,7.0,,,,,,,Smartly.io,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Fullstack developer,5100.0,69000,The comp target is a 85/15 split between salary and bonuses. Haven't reached this split lately (bonuses partially cut),Kyllä,,,,fi,4640283fff5bbacf,*Full-stack Developer,5750.0,5750.0
2023-09-04 20:18:47.672,Palkansaaja,Ei,31-35,mies,7.0,Ylempi korkeakoulu,0.0,,,,,,,,Tampere,Julkinen tai kolmas sektori,1.0,0.2,Android native developer,5600.0,67200,,Kyllä,,,,fi,bf409c4a42b99a60,Android native developer,5600.0,5600.0
2023-09-04 20:33:36.704,Palkansaaja,Ei,31-35,mies,8.0,Maisterin tutkinto,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.3,Native Android Developer,7400.0,92500,,Kyllä,,,,fi,b15f7c73e53dff33,Native Android Developer,7708.333333333333,7708.333333333333
2023-09-04 20:37:40.717,Palkansaaja,Ei,> 55v,mies,30.0,DI (tietotekniikka),33.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.02,Ohjelmistoarkkitehti,8000.0,100000,,Kyllä,,,,fi,e5a975c079bec699,Ohjelmistoarkkitehti,8333.333333333334,8333.333333333334
2023-09-04 20:38:32.770,Palkansaaja,Ei,51-55,mies,28.0,Alempi korkeakoulu,25.0,,,,,,,,PK-seutu,,1.0,0.3,Ratkaisuarkkitehti,8750.0,130000,Palkka+bonus+osakkeet,Kyllä,,,,fi,e321bbcd81ed766c,Ratkaisuarkkitehti,10833.333333333334,10833.333333333334
2023-09-04 20:40:11.951,Palkansaaja,Ei,36-40,mies,10.0,FM,7.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Software Engineer,6500.0,110000,Kuukausipalkka + osakkeet,Kyllä,,,,fi,14c75c05247221de,Software Engineer,9166.666666666666,9166.666666666666
2023-09-04 20:42:19.741,Palkansaaja,Ei,26-30,mies,8.0,DI,20.0,,,,,,,Compile,PK-seutu,Konsulttitalossa,1.0,0.4,Backend developer,7500.0,90000,Provisiomalli,Kyllä,,,,fi,de8e050203dea0fb,Backend developer,7500.0,7500.0
2023-09-04 21:05:57.082,Palkansaaja,Ei,36-40,,15.0,DI,5.0,,,,,,,,PK-seutu,Konsulttitalossa,0.8,0.2,,5400.0,67500.0,,Kyllä,,,,fi,6775d1083840518e,,5625.0,7031.25
2023-09-04 21:19:23.593,Palkansaaja,Ei,36-40,mies,8.0,Ylempi korkeakoulututkinto,0.0,,,,,,,Compile,PK-seutu,Konsulttitalossa,1.0,0.35,Full stack developer,7100.0,89000,45% laskutuksesta + bonus (kvartaaleittain asiakastyytyväisyyden mukaan),Kyllä,,,,fi,bf73e8317635e764,*Full-stack Developer,7416.666666666667,7416.666666666667
2023-09-04 21:33:14.921,Laskuttaja,palkansaaja → laskuttaja,31-35,mies,9.0,Yliopisto,-5.0,1.0,Data,95.0,165000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,89cdee48fee5d9a5,,,
2023-09-04 21:34:34.936,Palkansaaja,Ei,41-45,,20.0,AMK,1.25,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,1.0,Architect / full stack lead developer,6400.0,80000.0,Osakeohjelma lisää muutaman prosentin vuosiansioihin. Muut edut vastaavasti olemattomat.,Kyllä,,,,fi,bcd255dafcd0a363,Architect / full stack lead developer,6666.666666666667,6666.666666666667
2023-09-04 21:36:06.257,Laskuttaja,palkansaaja → laskuttaja,26-30,mies,5.0,FM (TKT),,0.0,Cloud ja devops painotteista agile fullstackia,88.0,129360.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,"Olen siirtynyt vuoden sisällä laskuttajaksi, vuosilaskutus on laskettu 7kk perusteella avg kk laskutus * 12",,fi,e26e0e5cb63d35ef,,,
2023-09-04 21:50:24.609,Palkansaaja,Ei,21-25,mies,7.0,YO,-25.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,Designer,6000.0,72000,Yhtiön osakkeita,Kyllä,,,,fi,64cf5945bb5cbb00,Designer,6000.0,6000.0
2023-09-04 21:52:19.665,Palkansaaja,Ei,31-35,mies,5.0,"Filosofian maisteri, tietojenkäsittelytiede",2.0,,,,,,,,Joensuu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,Ohjelmistosuunnittelija,3500.0,44000,,Ei,,,,fi,d6953218850ff161,Ohjelmistosuunnittelija,3666.6666666666665,3666.6666666666665
2023-09-04 21:55:07.982,Laskuttaja,Ei,26-30,mies,5.0,"Yliopisto, tietojenkäsittelytiede",0.0,2.0,"Fullstack, devops, cloud",80.0,115.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,abf4308cace0d884,,,
2023-09-04 22:03:20.165,Palkansaaja,Ei,36-40,mies,15.0,Diplomi-insinööri,53.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",0.96,0.15,Staff engineer,11300.0,160000,Kuukausipalkka ja vuosibonus,Kyllä,,,,fi,dc92c4665e93d126,Staff engineer,13333.333333333334,13888.88888888889
2023-09-04 22:38:30.290,Laskuttaja,Ei,36-40,mies,16.0,AMK Tradenomi,0.0,4.5,Front/full stack,85.0,150000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,18e3b6822746220e,,,
2023-09-04 22:50:20.808,Laskuttaja,Ei,36-40,mies,17.0,Ylioppilas,8.0,2.0,Full stack,70.0,120000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,90e6cae600c82dca,,,
2023-09-04 22:59:57.532,Palkansaaja,Ei,26-30,mies,4.0,TKT kandi,30.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,Full-stack developer,5250.0,2000,,Kyllä,,,,fi,b15f8842a1d94308,*Full-stack Developer,166.66666666666666,166.66666666666666
2023-09-05 00:43:17.419,Palkansaaja,Ei,41-45,,23.0,AMK,10.0,,,,,,,Vincit,Kouvola,Konsulttitalossa,1.0,0.0,Full stack developer ,5300.0,70000,Bonus kuukausittain,Kyllä,,,,fi,c3a35a823b4885bb,*Full-stack Developer,5833.333333333333,5833.333333333333
2023-09-05 01:21:28.983,Palkansaaja,Ei,41-45,mies,16.0,Ylioppilas,11.0,,,,,,,,Jyväskylä,"Tuotetalossa, jonka core-bisnes on softa",0.8,0.9,"Senior Full Stack Developer, Architect, Yleismiesjantunen. Kaikki tuotetalon työt asiakasrajapinnasta arkkitehtuurisuunnittelun kautta palvelinten hallintaan.",4600.0,61000,"Rahapalkan lisäksi 200€/kk lounasrahaa, 60€/kk polkupyöräetua, satunnainen kulttuuri-/liikuntaraha",Ei,,,,fi,7a9f1e24d0ac0fb9,"Senior Full Stack Developer, Architect, Yleismiesjantunen. Kaikki tuotetalon työt asiakasrajapinnasta arkkitehtuurisuunnittelun kautta palvelinten hallintaan.",5083.333333333333,6354.166666666666
2023-09-05 03:06:04.373,Palkansaaja,Ei,31-35,mies,15.0,AMK,8.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.45,Cloud Architect,7000.0,105000,,Kyllä,,,,fi,25874d44bcc7843e,Cloud Architect,8750.0,8750.0
2023-09-05 06:53:42.130,Palkansaaja,Ei,41-45,mies,15.0,Insinööri,4.0,,,,,,,,Oulu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.0,Fullstack,5400.0,62000,,Ei,,,,fi,77baf71987755420,*Full-stack Developer,5166.666666666667,5166.666666666667
2023-09-05 07:43:51.766,Palkansaaja,Ei,26-30,mies,2.0,Filosofian maisteri,35.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.15,Software Developer,3400.0,41200,,Ei,,,,fi,5a1ac9baad398c2e,Software Developer,3433.3333333333335,3433.3333333333335
2023-09-05 08:16:19.008,Palkansaaja,Ei,31-35,mies,5.0,Insinööri (AMK),3.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.05,Software Developer,5459.0,0,,Kyllä,,,,fi,c64ae900e0260ae0,Software Developer,0.0,0.0
2023-09-05 08:17:22.821,Palkansaaja,Ei,26-30,mies,4.0,DI,3.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,Full-stack developer,3708.0,46721,,Ei,,,,fi,ba1465e0f69e0b26,*Full-stack Developer,3893.4166666666665,3893.4166666666665
2023-09-05 08:26:17.962,Palkansaaja,Ei,41-45,mies,20.0,Keskeneräinen tietojenkäsittelyntieteen kandi,3.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.9,Staff software engineer,8500.0,210000,Kuukausipalkka + osakepalkkiot,Kyllä,,,,fi,2d32291863f457d8,Staff software engineer,17500.0,17500.0
2023-09-05 08:32:10.743,Palkansaaja,Ei,41-45,mies,20.0,Diplomi-insinööri,0.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.5,Software developer,5258.0,65725,,Ei,,,,fi,9ea4943f4d383ac6,Software developer,5477.083333333333,5477.083333333333
2023-09-05 08:39:28.383,Palkansaaja,Ei,31-35,mies,9.0,Datanomi,7.68,,,,,,,Vincit,Turku,Konsulttitalossa,1.0,0.2,Full Stack Developer,4275.0,58000,,Ei,,,,fi,5faf8f1f27eb8005,*Full-stack Developer,4833.333333333333,4833.333333333333
2023-09-05 08:42:14.446,Palkansaaja,Ei,36-40,mies,13.0,AMK (tietojenkäsittelyn tradenomi),10.0,,,,,,,,Oulu,Konsulttitalossa,1.0,0.2,Full Stack Developer,5700.0,72000,,Kyllä,,,,fi,a1d5414777572bc1,*Full-stack Developer,6000.0,6000.0
2023-09-05 08:54:01.429,Palkansaaja,Ei,46-50,mies,4.0,Ammattikorkeakoulu,10.0,,,,,,,Terveystalo,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,Full stack developer,4530.0,54480,,Kyllä,,,"Itse jaksaisin vastata useampaankin kysymykseen, jos niitä on nyt karsittu pois.",fi,566f25a0a138328e,*Full-stack Developer,4540.0,4540.0
2023-09-05 08:58:00.957,Palkansaaja,Ei,26-30,mies,5.0,Tieto- ja viestintätekniikan insinööri,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,1.0,Ohjelmistokehittäjä,3800.0,47500.0,,Kyllä,,,,fi,a9ba9c0e43bbe31a,Ohjelmistokehittäjä,3958.3333333333335,3958.3333333333335
2023-09-05 09:12:10.583,Palkansaaja,Ei,41-45,mies,16.0,"FM, TKT",5.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Lead developer,6000.0,30000,,Kyllä,,,,fi,e3974aacf5676586,Lead developer,2500.0,2500.0
2023-09-05 09:12:32.659,Palkansaaja,Ei,21-25,mies,2.0,Ammattikorkea,39.0,,,,,,,Vincit,Jyväskylä,Konsulttitalossa,1.0,0.8,Full stack web developer,3605.0,45062,,Ei,,,,fi,97c32e8806268360,*Full-stack Developer,3755.1666666666665,3755.1666666666665
2023-09-05 09:23:03.027,Palkansaaja,Ei,41-45,nainen,15.0,Ylempi korkeakoulututkinto,5.0,,,,,,,Valtion virasto,PK-seutu,Julkinen tai kolmas sektori,1.0,0.2,"Full stack developer, Scrum master",4700.0,57000,,Ei,,,,fi,2b816e06b29d38b4,"Full stack developer, Scrum master",4750.0,4750.0
2023-09-05 09:38:42.247,Palkansaaja,Ei,26-30,mies,5.0,It-tradenomi,2.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.05,Software developer,4500.0,59000,,Kyllä,,,,fi,ad691fa84895f4a2,Software developer,4916.666666666667,4916.666666666667
2023-09-05 09:39:24.214,Palkansaaja,Ei,31-35,mies,,,24.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.01,Staff Engineer,6434.0,83000,Perus optiopaketti neljän vuoden vestauksella ja vuoden kliffillä. Palkankorotuksien lisänä lisää optioita samalla logiikalla mutta ilman kliffiä.,Kyllä,,,Hyvä Juhis ja kaikki muut puuhaajat!,fi,d6e8a848c4665162,Staff Engineer,6916.666666666667,6916.666666666667
2023-09-05 09:44:15.631,Palkansaaja,Ei,31-35,mies,8.0,Fm (matematiikka),33.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.99,Software developer,5200.0,72000,,Muu,En usko että paljoa realistista maksimia perässä jos Turussa pysyy ellei sitten vastuut kasva,,,fi,e5b70da16d802986,Software developer,6000.0,6000.0
2023-09-05 09:50:48.958,Laskuttaja,Ei,36-40,,15.0,,0.0,8.0,Softakonsultointi,110.0,160000.0,Itse,Suomesta,,,,,,,,,,Muu,,,,fi,372046cc6a49134c,,,
2023-09-05 09:51:43.284,Palkansaaja,Ei,31-35,mies,8.0,Tekniikan kandidaatti,0.3,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.05,Technical Project Manager,5140.0,65000,,Kyllä,,,,fi,afab3d3e85e572b4,Technical Project Manager,5416.666666666667,5416.666666666667
2023-09-05 09:57:29.957,Palkansaaja,Ei,36-40,mies,13.0,,5.0,,,,,,,Reaktor,Turku,Konsulttitalossa,1.0,0.5,Full Stack,6400.0,94000,,Kyllä,,,,fi,e44a284381ea7c69,*Full-stack Developer,7833.333333333333,7833.333333333333
2023-09-05 10:04:16.887,Palkansaaja,Ei,41-45,mies,4.0,Ylempi korkeakoulututkinto,10.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.3,Fullstack developer,3950.0,50000,,Kyllä,,,,fi,ff6fc41dda838371,*Full-stack Developer,4166.666666666667,4166.666666666667
2023-09-05 10:07:03.484,Palkansaaja,Ei,36-40,mies,11.0,"Ylempi korkeakoulututkinto, filosofian maisteri",5.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.9,Full-stack developer,4900.0,58800,Ei muuta kompensaatiota kuin palkka.,Kyllä,,,,fi,11d20d8b872ded8a,*Full-stack Developer,4900.0,4900.0
2023-09-05 10:12:44.352,Palkansaaja,Ei,36-40,mies,14.0,Itseoppinut,18.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.1,Full Stack Developer,6500.0,0,,Kyllä,,,,fi,b39244bfcf9d5e1d,*Full-stack Developer,0.0,0.0
2023-09-05 10:14:48.247,Palkansaaja,Ei,31-35,mies,12.0,Msc,1.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.01,Senior Developer,7200.0,86400,,Kyllä,,,,fi,9516c2089e0fd251,*Senior Developer,7200.0,7200.0
2023-09-05 10:52:14.459,Palkansaaja,Ei,36-40,mies,15.0,DI,-4.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.67,Full stack developer,6000.0,72000,optiot (startup),Kyllä,,,,fi,68369ce89f98f6c3,*Full-stack Developer,6000.0,6000.0
2023-09-05 11:04:52.475,Laskuttaja,Ei,41-45,mies,10.0,"Diplomi-insinööri, tietoliikennetekniikka, Aalto-yliopisto",0.0,1.0,"Backend kehitys, Java-teknologiat",80.0,142900.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,4676941b5a4105a1,,,
2023-09-05 11:05:26.075,Palkansaaja,Ei,41-45,mies,23.0,DI,10.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.02,Qt frontend developer,7000.0,88000,,Kyllä,,,,fi,64778690e3506e10,Qt frontend developer,7333.333333333333,7333.333333333333
2023-09-05 11:06:20.514,Palkansaaja,Ei,26-30,mies,7.0,Diplomi-insinööri,-15.0,,,,,,,Solita,PK-seutu,Konsulttitalossa,1.0,0.8,Data engineer,4300.0,53750.0,,Kyllä,,,,fi,3b893d826edd9409,Data engineer,4479.166666666667,4479.166666666667
2023-09-05 11:06:59.023,Laskuttaja,palkansaaja → laskuttaja,41-45,mies,10.0,MSc Computer Science,,1.0,Full stack,73.0,120000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,d34385c38c0059b0,,,
2023-09-05 11:07:23.466,Palkansaaja,Ei,21-25,nainen,4.0,,17.0,,,,,,,,Tampere,Konsulttitalossa,0.6,0.1,Fullstack Developer,3230.0,41000,Variable perustuen firman EBITiin,Ei,,,,fi,cfe79507675f9c85,*Full-stack Developer,3416.6666666666665,5694.444444444444
2023-09-05 11:08:45.912,Palkansaaja,Ei,31-35,mies,11.0,Tietotekniikan DI,0.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,1.0,Full stack web developer,5100.0,61000,,Ei,,,,fi,8dfba98be70bdf2f,*Full-stack Developer,5083.333333333333,5083.333333333333
2023-09-05 11:17:26.028,Palkansaaja,Ei,26-30,mies,5.0,Ammattikorkeakoulu,25.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.0,Software Engineer,7300.0,90000,,Kyllä,,,,fi,0f97968c737d6738,Software Engineer,7500.0,7500.0
2023-09-05 11:30:01.947,Palkansaaja,Ei,36-40,mies,9.0,,-40.0,,,,,,,,PK-seutu,Julkinen tai kolmas sektori,0.8,0.2,Fullstack developer,5700.0,71250.0,,Muu,,,,fi,badf62145c663c6e,*Full-stack Developer,5937.5,7421.875
2023-09-05 11:35:47.659,Palkansaaja,Ei,26-30,mies,8.0,Ammattikoulu,0.0,,,,,,,Compile,PK-seutu,Konsulttitalossa,1.0,0.01,Senior front end developer,7513.0,90165,,Kyllä,,,,fi,93ca7ead745cd822,Senior front end developer,7513.75,7513.75
2023-09-05 11:41:35.230,Palkansaaja,Ei,26-30,mies,1.0,AMK-insinööri,,,,,,,,Solita,,Konsulttitalossa,1.0,0.4,Software Designer,3200.0,38400,,Kyllä,,,,fi,e9910c5e63b68ae8,Software Designer,3200.0,3200.0
2023-09-05 11:45:28.556,Laskuttaja,palkansaaja → laskuttaja,26-30,mies,11.0,Datanomi,120.0,0.0,"Full stack, mobiili, arkkitehtuuri, DevOps",85.0,150000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,575e529a6be9c523,,,
2023-09-05 11:50:49.855,Palkansaaja,Ei,41-45,mies,19.0,Tradenomi,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.0,Full stack developer,5400.0,100000,,Kyllä,,,,fi,5b20aa2f03ea2e40,*Full-stack Developer,8333.333333333334,8333.333333333334
2023-09-05 11:54:47.566,Palkansaaja,Ei,26-30,mies,7.0,Kandi,3.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.5,Software developer,5600.0,70000.0,,Ei,,,,fi,affd5b36d3559a11,Software developer,5833.333333333333,5833.333333333333
2023-09-05 11:59:59.513,Palkansaaja,Ei,36-40,,15.0,,29.0,,,,,,,NorthCode,,Konsulttitalossa,1.0,0.1,Senior DevOps Engineer,6500.0,81250.0,"Employees receive a base salary, with all profits naturally shared between subsidiary owners, i.e. employees.",Kyllä,,,,fi,83f31115ed51131c,Senior DevOps Engineer,6770.833333333333,6770.833333333333
2023-09-05 12:03:15.422,Palkansaaja,Ei,< 15v,mies,2.0,,,,,,,,,,Jyväskylä,Konsulttitalossa,0.95,0.8,Junior developer,1800.0,22500.0,,Ei,,,,fi,14fa4c8687d94031,Junior developer,1875.0,1973.6842105263158
2023-09-05 12:10:06.619,Palkansaaja,Ei,31-35,nainen,6.0,Maisteri toiselta alalta,35.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.1,Senior Android Developer,6500.0,82000,,Kyllä,,,,fi,dbc82e5e5c153095,Senior Android Developer,6833.333333333333,6833.333333333333
2023-09-05 12:21:08.037,Palkansaaja,Ei,31-35,,10.0,FM,0.0,,,,,,,,Tampere,Konsulttitalossa,0.8,0.25,UX Designer,3680.0,46000.0,,Kyllä,,,,fi,c510468cdc355353,UX Designer,3833.3333333333335,4791.666666666667
2023-09-05 12:37:33.830,Palkansaaja,Ei,36-40,mies,12.0,DI,2.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,DevOps,5300.0,67520,Vuosibonus perustuen firman tulokseen. Muutama tuhat euroa.,Kyllä,,,,fi,835fe7b0e1891621,DevOps,5626.666666666667,5626.666666666667
2023-09-05 12:43:29.823,Palkansaaja,Ei,31-35,mies,9.0,Tietotekniikan insinööri,4.5,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.0,Software developer,4600.0,57500.0,,Ei,,,,fi,3f62f4b8f84fcf5c,Software developer,4791.666666666667,4791.666666666667
2023-09-05 12:44:09.128,Palkansaaja,Ei,31-35,nainen,1.0,AW Academy,0.0,,,,,,,Academic Work Consulting,PK-seutu,Konsulttitalossa,1.0,0.3,AWS Cloud Developer,3050.0,38400,"Tuntipalkka, ei bonuksia tai muita lisiä",Ei,,,,fi,6821d0973b477eaa,AWS Cloud Developer,3200.0,3200.0
2023-09-05 12:47:10.836,Palkansaaja,Ei,36-40,mies,15.0,2x ins.,0.0,,,,,,,Mavericks,PK-seutu,Konsulttitalossa,1.0,0.3,DevOps,7000.0,87500.0,,Kyllä,,,,fi,2119cc8df80b40c6,DevOps,7291.666666666667,7291.666666666667
2023-09-05 12:53:52.957,Laskuttaja,palkansaaja → laskuttaja,26-30,mies,8.0,AMK-tradenomi,,3.0,"Softadevaus, tuotekehitys, projektipäälliköinti",90.0,30000.0,"Itse, Verkostot / kumppaniy välittää liidejä",Suomesta,,,,,,,,,,Muu,,,,fi,fabd7e203de42a7f,,,
