Timestamp	Oletko palkansaaja vai laskuttaja?	Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2022 jälkeen?	Ikä	Sukupuoli	Työkokemus alalta (vuosina)	Koulutustaustasi	Tulojen muutos viime vuodesta (%)	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet?	Työaika	Kuinka suuren osan ajasta teet lähityönä toimistolla?	Rooli / titteli	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Palautetta kyselystä ja ideoita ensi vuoden kyselyyn
04/09/2023 18:48:04	Palkansaaja	En	26-30	Mies	6	Insinööri (amk)	1.02								Jyväskylä	Tuotetalossa, jonka core-bisnes on softa	80	80	Mobile & web frontend developer	4440	55500	On optioita, mutta niillä ei välttämättä ole arvoa (en laske mukaan)	Kyllä		
04/09/2023 18:51:46	Palkansaaja	En	31-35		11	Tietotekniikan insinööri (AMK)	3							Futurice	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Lead Software Developer	5300	70000		Ei		
04/09/2023 18:54:57	Palkansaaja	Kyllä, laskuttajasta palkansaajaksi	31-35	Mies	13	Diplomi-insinööri (tietotekniikka)	0								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	10	Backend developer	6500	78000	Rahapalkka	Kyllä		
04/09/2023 18:56:43	Palkansaaja	En	36-40	Mies	20	Alempi korkeakoulututkinto	40								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	COO	7000	87500	Palkka	Ei		
04/09/2023 18:58:10	Palkansaaja	En	31-35	Mies	10	Lukio	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	25		8000			Kyllä		
04/09/2023 19:03:19	Laskuttaja	En	31-35	Mies	10	Yliopisto-opintoja	0	3	Full stack, mobiili, devops, arkkitehtuuri	140	230000	Itse	Suomesta, Ulkomailta												
04/09/2023 19:06:04	Palkansaaja	En	26-30	Mies	6	AMK	10							Vincit	Tampere	Konsulttitalossa	37.5	40	Software developer	4200	50000		Kyllä		
04/09/2023 19:06:42	Palkansaaja	En	31-35	Mies	4	Liiketalouden tradenomi	20.5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	60	Fullstack	4700	58750		Kyllä		
04/09/2023 19:07:59	Palkansaaja	En	41-45	mies	16	Yliopisto	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Full Stack Software Architect	6620	82500		Kyllä		
04/09/2023 19:13:40	Palkansaaja	En	36-40	Mies	6		25								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	1	Lead frontend developer, tech lead	7270	92000	Oma sijoitus -> tulevaisuudessa optioita	Kyllä		
04/09/2023 19:16:08	Laskuttaja	En	36-40	Mies	15	Filosofian Maisteri, Tietojenkäsittelytiede	0	2	Full-stack devausta	95	157000	Käytän välitysfirmoja	Suomesta												
04/09/2023 19:26:24	Laskuttaja	En	31-35	mies	10	Tietotekniikan diplomi-insinööri	10	4	full stack	95	140000	Käytän välitysfirmoja	Suomesta												
04/09/2023 19:31:37	Palkansaaja	En	41-45	mies	10	peruskoulu	6.5								Turku	Konsulttitalossa	100	100		6180			Kyllä		
04/09/2023 19:35:04	Palkansaaja	En	51-55	M	25	DI	0							Compile	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Backend developer	7300	90000		Kyllä		
04/09/2023 19:39:13	Palkansaaja	En	36-40	Mies	12	Maisteri	-10								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Kehityspäällikkö	6300	78000		Kyllä		
04/09/2023 19:44:44	Palkansaaja	En	36-40	mies	15	m.sc.	3							Liikennevirta Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Lead infrastructure engineer	7300	92750		Kyllä		
04/09/2023 19:48:39	Palkansaaja	En	31-35	Mies	13	Insinööri (AMK)	0							Exove	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Senior Developer	4300			Ei		
04/09/2023 19:51:55	Palkansaaja	En	36-40	mies	14	AMK	0									Tuotetalossa, jonka core-bisnes on softa	110	0	Senior software developer	3700	49000	Kuukausipalkka, joulubonus	Ei		
04/09/2023 19:53:14	Palkansaaja	En	46-50	mies	2	Itseopiskeltu + Ammattikoulu + Työllisyyskurssi	-15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Junior Software developer	2600			Ei		
04/09/2023 20:02:23	Palkansaaja	En	26-30	Mies	5	AMK	7							Smartly.io	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Fullstack developer	5100	69000	The comp target is a 85/15 split between salary and bonuses. Haven't reached this split lately (bonuses partially cut)	Kyllä		
04/09/2023 20:18:48	Palkansaaja	En	31-35	Mies	7	Ylempi korkeakoulu	0								Tampere	Julkinen tai kolmas sektori	100	20	Android native developer	5600	67200		Kyllä		
04/09/2023 20:33:37	Palkansaaja	En	31-35	Mies	8	Maisterin tutkinto	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	Native Android Developer	7400	92500		Kyllä		
04/09/2023 20:37:41	Palkansaaja	En	> 55v	mies	30	DI (tietotekniikka)	33								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	2	Ohjelmistoarkkitehti	8000	100000		Kyllä		
04/09/2023 20:38:33	Palkansaaja	En	51-55	Mies	28	Alempi korkeakoulu	+25								PK-Seutu (Helsinki, Espoo, Vantaa)		100	30	Ratkaisuarkkitehti	8750	130000	Palkka+bonus+osakkeet	Kyllä		
04/09/2023 20:40:12	Palkansaaja	En	36-40	M	10	FM	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Software Engineer	6500	110000	Kuukausipalkka + osakkeet	Kyllä		
04/09/2023 20:42:20	Palkansaaja	En	26-30	Mies	8	DI	20							Compile	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	Backend developer	7500	90000	Provisiomalli	Kyllä		
04/09/2023 21:05:57	Palkansaaja	En	36-40		15	DI	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80	20		5400			Kyllä		
04/09/2023 21:19:24	Palkansaaja	En	36-40	Mies	8	Ylempi korkeakoulututkinto	0							Compile	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	35	Full stack developer	7100	89000	45% laskutuksesta + bonus (kvartaaleittain asiakastyytyväisyyden mukaan)	Kyllä		
04/09/2023 21:33:15	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	31-35	Mies	9	Yliopisto	-5	1	Data	95	165000	Käytän välitysfirmoja	Suomesta												
04/09/2023 21:34:35	Palkansaaja	En	41-45	-	20	AMK	1.25								Oulu	Tuotetalossa, jonka core-bisnes on softa	100	100	Architect / full stack lead developer	6400		Osakeohjelma lisää muutaman prosentin vuosiansioihin. Muut edut vastaavasti olemattomat.	Kyllä		
04/09/2023 21:36:06	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	26-30	Mies	5	FM (TKT)		0	Cloud ja devops painotteista agile fullstackia	88	129360	Käytän välitysfirmoja	Suomesta											Olen siirtynyt vuoden sisällä laskuttajaksi, vuosilaskutus on laskettu 7kk perusteella avg kk laskutus * 12	
04/09/2023 21:50:25	Palkansaaja	En	21-25	Mies	7	YO	-25								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	Designer	6000	72000	Yhtiön osakkeita	Kyllä		
04/09/2023 21:52:20	Palkansaaja	En	31-35	Mies	5	Filosofian maisteri, tietojenkäsittelytiede	2								Joensuu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Ohjelmistosuunnittelija	3500	44000		Ei		
04/09/2023 21:55:08	Laskuttaja	En	26-30	Mies	5	Yliopisto, tietojenkäsittelytiede	0	2	Fullstack, devops, cloud	80	115	Käytän välitysfirmoja	Suomesta												
04/09/2023 22:03:20	Palkansaaja	En	36-40	Mies	15	Diplomi-insinööri	53								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	96	15	Staff engineer	11300	160000	Kuukausipalkka ja vuosibonus	Kyllä		
04/09/2023 22:38:30	Laskuttaja	En	36-40	Mies	16	AMK Tradenomi	0	4.5	Front/full stack	85	150000	Itse, Käytän välitysfirmoja	Suomesta												
04/09/2023 22:50:21	Laskuttaja	En	36-40	Mies	17	Ylioppilas	8	2	Full stack	70	120000	Itse	Suomesta, Ulkomailta												
04/09/2023 22:59:58	Palkansaaja	En	26-30	Mies	4	TKT kandi	30								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	5	Full-stack developer	5250	2000		Kyllä		
05/09/2023 00:43:17	Palkansaaja	En	41-45		23	AMK	10							Vincit	Kouvola	Konsulttitalossa	100	0	Full stack developer 	5300	70000	Bonus kuukausittain	Kyllä		
05/09/2023 01:21:29	Palkansaaja	En	41-45	mies	16	Ylioppilas	11								Jyväskylä	Tuotetalossa, jonka core-bisnes on softa	80	90	Senior Full Stack Developer, Architect, Yleismiesjantunen. Kaikki tuotetalon työt asiakasrajapinnasta arkkitehtuurisuunnittelun kautta palvelinten hallintaan.	4600	61000	Rahapalkan lisäksi 200€/kk lounasrahaa, 60€/kk polkupyöräetua, satunnainen kulttuuri-/liikuntaraha	Ei		
05/09/2023 03:06:04	Palkansaaja	En	31-35	Mies	15	AMK	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	45	Cloud Architect	7000	105000		Kyllä		
05/09/2023 06:53:42	Palkansaaja	En	41-45	Mies	15	Insinööri	4								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	0	Fullstack	5400	62000		Ei		
05/09/2023 07:43:52	Palkansaaja	En	26-30	Mies	1.8	Filosofian maisteri	35								Turku	Konsulttitalossa	100	15	Software Developer	3400	41200		Ei		
05/09/2023 08:16:19	Palkansaaja	En	31-35	Mies	5	Insinööri (AMK)	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	5	Software Developer	5459	0		Kyllä		
05/09/2023 08:17:23	Palkansaaja	En	26-30	Mies	4	DI	3								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	20	Full-stack developer	3708	46721		Ei		
05/09/2023 08:26:18	Palkansaaja	En	41-45	Mies	20	Keskeneräinen tietojenkäsittelyntieteen kandi	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	90	Staff software engineer	8500	210000	Kuukausipalkka + osakepalkkiot	Kyllä		
05/09/2023 08:32:11	Palkansaaja	En	41-45	Mies	20	Diplomi-insinööri	0								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	50	Software developer	5258	65725		Ei		
05/09/2023 08:39:28	Palkansaaja	En	31-35	Mies	9	Datanomi	7.68							Vincit	Turku	Konsulttitalossa	100	20	Full Stack Developer	4275	58000		Ei		
05/09/2023 08:42:14	Palkansaaja	En	36-40	Mies	13	AMK (tietojenkäsittelyn tradenomi)	10								Oulu	Konsulttitalossa	100	20	Full Stack Developer	5700	72000		Kyllä		
05/09/2023 08:54:01	Palkansaaja	En	46-50	Mies	4	Ammattikorkeakoulu	10							Terveystalo	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Full stack developer	4530	54480		Kyllä		Itse jaksaisin vastata useampaankin kysymykseen, jos niitä on nyt karsittu pois.
05/09/2023 08:58:01	Palkansaaja	En	26-30	mies	5	Tieto- ja viestintätekniikan insinööri	5								Tampere	Konsulttitalossa	100	100	Ohjelmistokehittäjä	3800			Kyllä		
05/09/2023 09:12:11	Palkansaaja	En	41-45	Mies	16	FM, TKT	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Lead developer	6000	30000		Kyllä		
05/09/2023 09:12:33	Palkansaaja	En	21-25	Mies	2	Ammattikorkea	39							Vincit	Jyväskylä	Konsulttitalossa	100	80	Full stack web developer	3605	45062		Ei		
05/09/2023 09:23:03	Palkansaaja	En	41-45	Nainen	15	Ylempi korkeakoulututkinto	5							Valtion virasto	PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100	20	Full stack developer, Scrum master	4700	57000		Ei		
05/09/2023 09:38:42	Palkansaaja	En	26-30	Mies	5	It-tradenomi	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	5	Software developer	4500	59000		Kyllä		
05/09/2023 09:39:24	Palkansaaja	En	31-35	Mies			24								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	1	Staff Engineer	6434	83000	Perus optiopaketti neljän vuoden vestauksella ja vuoden kliffillä. Palkankorotuksien lisänä lisää optioita samalla logiikalla mutta ilman kliffiä.	Kyllä		Hyvä Juhis ja kaikki muut puuhaajat!
05/09/2023 09:44:16	Palkansaaja	En	31-35	Mies	8	Fm (matematiikka)	33								Turku	Konsulttitalossa	100	99	Software developer	5200	72000		En usko että paljoa realistista maksimia perässä jos Turussa pysyy ellei sitten vastuut kasva		
05/09/2023 09:50:49	Laskuttaja	En	36-40		15		0	8	softakonsultointi	110	160000	Itse	Suomesta												
05/09/2023 09:51:43	Palkansaaja	En	31-35	mies	8	Tekniikan kandidaatti	0.3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	5	Technical Project Manager	5140	65000		Kyllä		
05/09/2023 09:57:30	Palkansaaja	En	36-40	Mies	13		5							Reaktor	Turku	Konsulttitalossa	100	50	Full Stack	6400	94000		Kyllä		
05/09/2023 10:04:17	Palkansaaja	En	41-45	Mies	4.5	Ylempi korkeakoulututkinto	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	Fullstack developer	3950	50000		Kyllä		
05/09/2023 10:07:03	Palkansaaja	En	36-40	M	11	Ylempi korkeakoulututkinto, filosofian maisteri	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	90	Full-stack developer	4900	58800	Ei muuta kompensaatiota kuin palkka.	Kyllä		
05/09/2023 10:12:44	Palkansaaja	En	36-40	mies	14	Itseoppinut	18								Turku	Konsulttitalossa	100	10	Full Stack Developer	6500	0		Kyllä		
05/09/2023 10:14:48	Palkansaaja	En	31-35	Mies	12	Msc	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	1	Senior Developer	7200	86400		Kyllä		
05/09/2023 10:52:14	Palkansaaja	En	36-40	mies	15	DI	-4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	67	Full stack developer	6000	72000	optiot (startup)	Kyllä		
05/09/2023 11:04:52	Laskuttaja	En	41-45	Mies	10	Diplomi-insinööri, tietoliikennetekniikka, Aalto-yliopisto	0	1	Backend kehitys, Java-teknologiat	80	142900	Käytän välitysfirmoja	Suomesta												
05/09/2023 11:05:26	Palkansaaja	En	41-45	Mies	23	DI	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	37.5	2	Qt frontend developer	7000	88000		Kyllä		
05/09/2023 11:06:21	Palkansaaja	En	26-30	Mies	7	Diplomi-insinööri	-15							Solita	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	80	Data engineer	4300			Kyllä		
05/09/2023 11:06:59	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	41-45	Mies	10	MSc Computer Science		1	Full stack	73	120000	Käytän välitysfirmoja	Suomesta												
05/09/2023 11:07:23	Palkansaaja	En	21-25	Nainen	3.5		17								Tampere	Konsulttitalossa	60	10	Fullstack Developer	3230	41000	Variable perustuen firman EBITiin	Ei		
05/09/2023 11:08:46	Palkansaaja	En	31-35	Mies	11	Tietotekniikan DI	0							Vincit	Tampere	Konsulttitalossa	100	100	Full stack web developer	5100	61000		Ei		
05/09/2023 11:09:09	Laskuttaja	En	41-45	taisteluhelikopteri	20	elämämcoulis	-9	20	fullstack	20000	200000	Itse	Suomesta												
05/09/2023 11:17:26	Palkansaaja	En	26-30	Mies	5	Ammattikorkeakoulu	25								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Software Engineer	7300	90000		Kyllä		
05/09/2023 11:30:02	Palkansaaja	En	36-40	Mies	9		-40								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	80	20	Fullstack developer	5700					
05/09/2023 11:35:48	Palkansaaja	En	26-30	Mies	8	Ammattikoulu	0							Compile	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	1	Senior front end developer	7513	90165		Kyllä		
05/09/2023 11:41:35	Palkansaaja	En	26-30	Mies	1	AMK-insinööri								Solita		Konsulttitalossa	100	40	Software Designer	3200	38400		Kyllä		
05/09/2023 11:45:29	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	26-30	Mies	11	Datanomi	120	0	Full stack, mobiili, arkkitehtuuri, DevOps	85	150000	Itse, Käytän välitysfirmoja	Suomesta												
05/09/2023 11:50:50	Palkansaaja	En	41-45	Mies	19	Tradenomi	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Full stack developer	5400	100000		Kyllä		
05/09/2023 11:54:48	Palkansaaja	En	26-30	mies	7	Kandi	3								Tampere	Konsulttitalossa	100	50	Software developer	5600			Ei		
05/09/2023 12:00:00	Palkansaaja	En	36-40		15		29							NorthCode Oy		Konsulttitalossa	100	10	Senior DevOps Engineer	6500		Employees receive a base salary, with all profits naturally shared between subsidiary owners, i.e. employees.	Kyllä		
05/09/2023 12:03:15	Palkansaaja	En	< 15v	Mies	2										Jyväskylä	Konsulttitalossa	95	80	Junior developer	1800			Ei		
05/09/2023 12:10:07	Palkansaaja	En	31-35	Nainen	6	Maisteri toiselta alalta	35								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	10	Senior Android Developer	6500	82000		Kyllä		
05/09/2023 12:21:08	Palkansaaja	En	31-35		10	FM	0								Tampere	Konsulttitalossa	80	25	UX Designer	3680			Kyllä		
05/09/2023 12:37:34	Palkansaaja	En	36-40	mies	12	DI	2								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	0	DevOps	5300	67520	Vuosibonus perustuen firman tulokseen. Muutama tuhat euroa.	Kyllä		
05/09/2023 12:43:30	Palkansaaja	En	31-35	Mies	9	Tietotekniikan insinööri	4.5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Software developer	4600			Ei		
05/09/2023 12:44:09	Palkansaaja	En	31-35	nainen	1	AW Academy	0							Academic Work Consulting Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	AWS Cloud Developer	3050	38400	Tuntipalkka, ei bonuksia tai muita lisiä	Ei		
05/09/2023 12:47:11	Palkansaaja	En	36-40	Mies	15	2x ins.	0							Mavericks	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	37.5	30	DevOps	7000			Kyllä		
05/09/2023 12:53:53	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	26-30	Mies	8	AMK-tradenomi		3	Softadevaus, tuotekehitys, projektipäälliköinti	90	30000	Itse, Verkostot / kumppaniy välittää liidejä	Suomesta												
05/09/2023 13:00:37	Palkansaaja	En	31-35	M	8	Tietotekniikan insinööri	6							Wolt	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Software Engineer	5600	84000		Kyllä		
05/09/2023 13:40:18	Palkansaaja	En	31-35	Mies	12	datanomi, ja amk-dropout	7							Valtion virasto	PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	96.7	20	Sovellusasiantuntija (pilviarkkitehti, fullstack, jokapaikanhöylä)	4384	54800	ei mitään lisäkivaa	Saisin muualla enemmän, eikä tarvis lähteä edes konsultiksi tai freekuksi	Valtiolla tosiaan 7h 15min työaika per päivä, huomioin tämän merkatessani työaikaprosenttia	palkan kasvuprosentti oli erikoinen, muuten hyvät kaupat ja nopea toimitus, suosittelen++
05/09/2023 13:48:18	Palkansaaja	En	26-30	Mies	3	Luonnontieteiden kandidaatti, tietotekniikka	17								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	5	Full-stack developer	4200	55000		Kyllä		
05/09/2023 13:54:21	Palkansaaja	En	41-45	Mies	10	Diplomi-insinööri	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	3	AWS Cloud Architect	7000	88000	Peruspalkan lisäksi vuosibonus jos firman (tiukat) taloudelliset tavoitteet täyttyvät	Kyllä		
05/09/2023 13:58:18	Palkansaaja	En	26-30	M	5.5	Tekniikan kandi, tuotantotalous	6.25								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	60	Data Engineer	5100	65000	Palkka + bonusmalli + henkilöstön osakeohjelma	Kyllä		
05/09/2023 13:59:54	Palkansaaja	En	31-35	Epärelevantti	12	Tradenomi, alempi korkeakoulututkinto	3							Valuemotive	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	80	Software architect	6400	80000		Kyllä		
05/09/2023 14:05:45	Palkansaaja	En	31-35	Mies	12	Diplomi-Insinööri	10								Tampere	Konsulttitalossa	100	30	Senior Systems Specialist / Cloud Architect	6700	86000		Kyllä		
05/09/2023 14:10:21	Palkansaaja	En	26-30	Mies	6	Diplomi-insinööri	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	25	Senior Backend Engineer	5253	65663		Kyllä		
05/09/2023 14:31:46	Palkansaaja	En	36-40	Mies	8	Amis	8							Shipit Oy Ab	Full remote	Tuotetalossa, jonka core-bisnes on softa	100	100	Full stack web developer	4000	52000		Kyllä		
05/09/2023 14:50:18	Palkansaaja	En	46-50		25		3								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	60	Appsec	8700	118000	palkka + vuosibonus	Kyllä		
05/09/2023 15:25:54	Palkansaaja	En	41-45	mies	16	Filosofian maisteri	1								Tampere	Konsulttitalossa	100	0	Backend developer	7500	94000		Kyllä		
05/09/2023 15:55:02	Laskuttaja	En	36-40		13	DI	15	5	Softadevausta	80	100000	Itse	Suomesta												
05/09/2023 15:55:50	Palkansaaja	En	36-40	mies	15	Tekniikan ylioppilas	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	90	Lead developer	5600	78000		Kyllä		
05/09/2023 16:01:15	Palkansaaja	En	26-30	Mies	2	Yliopisto, melkein valmis DI	62								Turku	Tuotetalossa, jonka core-bisnes on softa	80	25	DevSecOps Engineer	4000	52000		Kyllä		
05/09/2023 16:02:39	Palkansaaja	En	21-25	Mies	4	Tietotekniikan kandi, lähes valmis DI	11								Tampere	Konsulttitalossa	80	0	Software developer	3300	43200	Vaihteleva bonus joka maksetaan kuukausittain	Ei		
05/09/2023 16:11:42	Palkansaaja	En	36-40	mies	10	ylioppilas & ammattitutkinto, yliopisto-opintoja	4								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	1	Backend / cloud developer	7400	93000	Palkka, vuosibonukset, muita erilaisia rahallisia insentiivejä	Kyllä		
05/09/2023 16:23:05	Palkansaaja	En	36-40	Nainen	7	Luonnontieteiden kandi	0								Turku	Konsulttitalossa	100	70	Johtaja	5600	1000		Ei		
05/09/2023 16:40:55	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	31-35	Mies	10	Datanomi / media-assistentti		1.5	Markkinointia (verkkosivustot, verkkokaupat)	90		Itse	Suomesta											Röh	
05/09/2023 18:02:25	Palkansaaja	En	31-35	mies	9	Insinööri (AMK), mediatekniikka	8							Polar Squad Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	DevOps Consultant	5780	73000	Kiinteä kuukausipalkka, mahdollisuus osallistua pienosakeanteihin epäsäännöllisesti	Ei	Vaikka palkka ei kiinteänä ole itsessään kilpailukykyinen kysymyksenasettelun pohjalta, se on omassa mielessäni kompromissi kulttuurin ja kompensaation välillä (projekteista kilpailu ja laskutusasteen painotus vs. yhteinen hyöty).	Aikaisempien vuosien kysymys muusta kompensaatiosta olisi kiva
05/09/2023 18:09:12	Palkansaaja	En	41-45	Mies	15	Diplomi-insinööri	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	DevOps Engineer	5300	63600		Kyllä		
05/09/2023 18:27:34	Palkansaaja	En	31-35	Mies	5	Diplomi-insinööri	13								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	10	Engineering Manager	6745	84000	Optioita palkan päälle	Kyllä		
05/09/2023 18:32:42	Palkansaaja	En	36-40	mies	2	korkeakoulututkinto	3.5								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	60	software engineer	3615	47500		Ei		
05/09/2023 18:34:47	Palkansaaja	En	36-40	Mies	6		25								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	1	Frontend lead developer, tech lead	7267	92000	Optioita omaa sijoitusta vastaan	Kyllä		
05/09/2023 19:24:41	Palkansaaja	En	31-35	Mies	6	Tieto- ja viestintätekniikan insinööri (AMK)	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	2	Software developer	5350	70000		Kyllä		
05/09/2023 20:06:06	Palkansaaja	En	31-35	mies	1	it-tradenomi, melkein valmis	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	80	0	Full stack developer	2400			Ei		
05/09/2023 20:26:55	Palkansaaja	En	36-40	mies	19	Ins								Pankki	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Lead	7000	10500		Kyllä		
05/09/2023 20:41:48	Palkansaaja	En	26-30	Mies	5	Alempi korkeakoulututkinto	25								Berliini	Tuotetalossa, jonka core-bisnes on softa	100	0	Backend developer	6700	80000		Kyllä		
05/09/2023 21:05:56	Palkansaaja	En	31-35	mies	9	M. Sc 	3.7								Turku	Konsulttitalossa	100	100	Senior Infrastructure Engineer (DevOps)	5915	76500		Ei		
05/09/2023 22:44:32	Laskuttaja	En	21-25	Mies	6	Tekniikan kandidatti	27	2	Systems programming, security	130	160000	Itse	Ulkomailta												
