Timestamp	Oletko palkansaaja vai laskuttaja?	Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2023 jälkeen?	Ikä	Sukupuoli	Työkokemus alalta (vuosina)	Koulutustaustasi	Tulojen muutos viime vuodesta (%)	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet?	Työaika	Kuinka suuren osan ajasta teet lähityönä toimistolla?	Rooli / titteli	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Palautetta kyselystä ja ideoita ensi vuoden kyselyyn
07/10/2024 14:50:04	Laskuttaja	En	31-35	Mies	12	Elektroniikka-asentaja, ammattikoulu	0	3	Full stack devausta	80	140000	Itse, Käytän välitysfirmoja	Suomesta												
07/10/2024 14:50:49	Laskuttaja	En	31-35	Mies	10	KTM	0	1.5	Integraatiotuotteita, backend, konsultointi mm. kilpailutuksessa, 	90	70000	Itse	Suomesta												
07/10/2024 14:55:49	Palkansaaja	En	31-35	Mies		Lukio	13								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	5	Senior fullstack engineer	6500	78000	Pelkkää palkkaa	Kyllä		
07/10/2024 14:57:44	Laskuttaja	En	36-40	Mies	15	Yliopisto	0		Verkkopalvelut	75	100000	Itse	Suomesta												
07/10/2024 14:59:07	Palkansaaja	En	31-35	mies	11	ammattikoulu	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	80	Team lead, customer success & projecting	5500			Kyllä		
07/10/2024 15:03:01	Palkansaaja	En	36-40	mies	18	insinööri	2							Liikennevirta Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Infrastructure engineer	7330	104000		Kyllä		
07/10/2024 15:04:10	Palkansaaja	En	36-40	Mies	14	AMK ICT-tradenomi	8									Tuotetalossa, jonka core-bisnes on softa	100	100	Senior software developer, full stack	4000	54000	Kuukausipalkka ja muutamia etuja	Kyllä		Kiitos!
07/10/2024 15:10:21	Palkansaaja	En	26-30	mies	4	AMK	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	80	Senior full-stack software developer	5100			Kyllä		
07/10/2024 15:10:35	Palkansaaja	En	36-40	miäs	15	IT-tradenomi	3							Solita	PK-Seutu (Helsinki, Espoo, Vantaa)	henkilöstövuokraus (aka konsulttitalo)	100	15	koodaava arkkitehti	6103.98	76300	Suorat palkkatulot, ei komissioita, provisioita, bonuskuvioita tai muita sekoiluja.	Kyllä		Kompensaatiopreferensseistä voisi yrittää tehdä jotain täsmennyskyselyä, esim. saatko provisioita/bonusta/etuja/lupauksia, sekä haluaisitko provisioita/bonusta/etuja/lupauksia. 
07/10/2024 15:10:42	Palkansaaja	En	41-45		19	Ylempi korkeakoulututkinto	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	CTO	6600		merkittävä omistus startup-yrityksessä	huomattavasti vähemmän kuin puhtaasti palkkatöissä, mutta omistus kompensoi		
07/10/2024 15:20:47	Palkansaaja	En	26-30	mies	8		3								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	80	Senior software engineer	6000	75000		Kyllä		
07/10/2024 15:23:35	Palkansaaja	En	31-35	Mies	9	Filosofian maisteri, tietojenkäsittelytieteet	5							Polar Squad	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	60	Cloud and devops engineer	5400	70000		Kyllä		
07/10/2024 15:33:00	Palkansaaja	Kyllä, laskuttajasta palkansaajaksi	41-45	Mies	20	DI	-40								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	100	Software engineer 	5500		Optio-ohjelma	Ei	Olen tietoisesti ottanut palkassa vastaan saadakseni kivan työn	
07/10/2024 15:36:12	Palkansaaja	En	26-30	Mies	7	Tietotekniikan insinööri (AMK)	16								Turku	Konsulttitalossa	100	50	Software Architect	5800	76000		Kyllä		
07/10/2024 15:37:38	Palkansaaja	En	46-50	mies	22	tradenomi	0							Veikkaus	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	75	Lead Developer	6400	75000	ei optioita	Ihan OK, saisin varmasti vähän enemmän jos vaihtaisin, mutta ei sen niin väliä		
07/10/2024 15:38:19	Palkansaaja	En	21-25		8	Amis	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	60	Full-stack developer	4350	52200	rahaa + optioita joiden arvo on 0 kunnes toisin todistetaan	optiot ja firman näkyvyys huomioiden kyllä, pelkkää rahaa katsoen ei.		
07/10/2024 15:38:32	Laskuttaja	En	36-40	Mies	16	Filosofian Maisteri	0	3	Ohjelmistokehitystä	95	160000	Käytän välitysfirmoja	Suomesta												
07/10/2024 15:39:21	Palkansaaja	En	46-50	M	25	DI	0								Vaasa	Tuotetalossa, jonka core-bisnes on softa	100	90	CTO & full stack developer	4000	49000	Perustaja, joten iso siivu firmaa.	Ei		Ei konsultti firman yrittäjä / perustaja ei oikeen mee järkevästi palkansaaja / laskuttaja akselille
07/10/2024 15:39:37	Palkansaaja	En	26-30	Mies	3	AMK-Insinööri, maisteri-opiskelija	10								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	40	Software Engineer	4300	53000	Palkka + vuosittaiset bonukset	Kyllä		
07/10/2024 15:40:27	Palkansaaja	En	41-45	Mies	23	Lukio	-15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	Senior Mobile Developer	6100	80000		Jää alle palkkapyyntöni sekä näkemyksestäni keskitasosta		
07/10/2024 15:43:03	Palkansaaja	En	36-40	Mies	8	TKT kandi ikuisesti kesken	0								Turku	Konsulttitalossa	100	0	Backend / DevOps	7100	92000	Pohjapalkka + laskutusbonus	Kyllä		
07/10/2024 15:54:11	Palkansaaja	En	41-45	mies	18	Filosofian maisteri, tietojenkäsittelytiede	12							Futurice	Tampere	Konsulttitalossa	100	15	Lead developer	6079	81000		Kyllä		
07/10/2024 15:54:58	Palkansaaja	En	36-40	transnainen	10	AMK								Compile Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Backend developer	6500	83000	bonukset 4x vuodessa	Kyllä		
07/10/2024 15:55:11	Palkansaaja	En	41-45	Nainen	2.5		15									Tuotetalossa, jonka core-bisnes on softa	93	0	Software developer	3150			Ei		
07/10/2024 15:56:33	Palkansaaja	En	31-35	Nainen	5.5	FM, matematiikka	12								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	80	Frontend/fullstack developer	4500	58000		Ei		
07/10/2024 16:01:32	Palkansaaja	En	31-35	mies	14	Diplomi-insinööri	3.5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Senior Data Developer	5800	73000	Kk-palkka + bonus max 10% vuosipalkasta	Ei		
07/10/2024 16:06:20	Palkansaaja	En	31-35	m	5	Tekniikan kandidaatti	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	70	25	Geneerinen devaaja	3000		Rahapalkan lisäksi optioita osakkeisiin joiden arvo toistaiseksi 0	Ei		
07/10/2024 16:14:42	Palkansaaja	En	26-30	Nainen	4	Tietotekniikan DI	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Software developer	5000	60000		Kyllä		
07/10/2024 16:23:45	Palkansaaja	En	31-35	Mies	8	Tekniikan ylioppilas	-20								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	90	Full-stack developer	4500	56000	Startup-optiota	Ei		
07/10/2024 16:24:51	Laskuttaja	En	36-40	Mies	15	DI	0	2	Backend, Frontend, DevOps, Arkkitehtuuri, Projektipäällikkö, Team Lead	90	110000	Käytän välitysfirmoja	Suomesta, Ulkomailta												
07/10/2024 16:35:23	Palkansaaja	En	31-35	Mies	11	DI	0								Turku	Tuotetalossa, jonka core-bisnes on softa	100	60	Senior Software Engineer	6000	78000	lisänä optiot	Ei		
07/10/2024 16:45:30	Palkansaaja	En	26-30	Mies	4.5	Tieto- ja viestintätekniikan insinööri	12.7								Turku	Konsulttitalossa	100	75	Full stack developer 	4000	50000		Kyllä		
07/10/2024 16:49:41	Palkansaaja	En	41-45	Mies	20	Kandidaatti	0								Firmalla ei ole toimistoa	Tuotetalossa, jonka core-bisnes on softa	100	0	CTO	8000	105000		Kyllä		
07/10/2024 16:54:40	Palkansaaja	En	36-40	Mies	15	DI	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	30	Full Stack Developer	9700	116000		Kyllä		
07/10/2024 16:55:52	Palkansaaja	En	26-30	Nainen	5	Diplomi-insinööri	1.5								Turku	Konsulttitalossa	100	50	Software Engineer	3500	43000		Ei		
07/10/2024 17:29:07	Palkansaaja	En	36-40	Mies	10		3.5							Mehiläinen	Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Senior Frontend Developer	5900	70800	Vain palkka, ei lomarahoja	Ei		
07/10/2024 17:31:30	Laskuttaja	En	36-40	Mies	13	Tietotekniikka-DI	10	3	SecDevOps, tietoturva	90	50000	Itse, Alihankintana teknistä tietoturvaa, kun tutut tarvitsevat apukäsiä.	Suomesta											Bug bountyt ei ole laskettuna tuntihintoihin.	
07/10/2024 17:58:51	Palkansaaja	En	36-40	Nainen	4	Ammattikorkeakoulu	10								Tampere	Konsulttitalossa	100	5	Full stack developer	3900	51000		Kyllä		
07/10/2024 18:11:13	Palkansaaja	En	> 55v	Mies	30	DI	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	2	Koodaava arkkitehti pilviprojekteissa	8100	102000		Kyllä		
07/10/2024 18:16:48	Laskuttaja	En	31-35	Mies	3	Amk	10	1	Fullstack		60000	Itse	Suomesta												
07/10/2024 18:32:22	Palkansaaja	En	31-35	Mies	6	AMK	60							Sleek	Tampere	Konsulttitalossa	100	0	Senior software developer / Technical project manager	7500	90000	50% laskutuksesta, osa palkasta mahdollista sopia laittaa osakeohjelmaan tia henkilöstörahastoon	Kyllä		
07/10/2024 18:58:41	Palkansaaja	En	31-35	Mies	9	Diplomi-insinööri	3							OneByte Oy	Tampere	Tuotetalossa, jonka core-bisnes on softa	100	100	Fullstack Developer	4500	56250		Ehkä		
07/10/2024 19:21:20	Palkansaaja	En	21-25	Mies	2	Ammattikoulu	20								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	15	Fullstack developer	3500	40000		Ei		
07/10/2024 19:22:20	Palkansaaja	En	36-40		15		0								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	0	Software developer	5000	60000		Ei		
07/10/2024 19:26:26	Laskuttaja	En	36-40	Mies	16	AMK, YAMK	0	2.5	Seniorikehittäjä fullstack, .NET, Azure	126	180000	Itse	Suomesta												
07/10/2024 19:38:18	Palkansaaja	En	26-30	Mies	3	Filosofian maisteri (kieliteknologia)	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	30	Full stack developer	4300	52000	Optioita ja osakkeita. Molemmat vestautuvat n. 5 vuoden aikana.	Ei		
07/10/2024 19:48:22	Palkansaaja	En	31-35	Mies	10	AMK	1.3								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	5	Senior Software Developer	6080	78000	Kiinteä kuukausipalkka + vuosittainen tulospalkkio	Kyllä	Noin 95% etätyö Uudenmaan rajojen ulkopuolelta käsin Helsingissä toimivalle yritykselle.	
07/10/2024 19:58:19	Palkansaaja	En	36-40		15	Maisteri	3								Tampere	Konsulttitalossa	100	95	Software developer, consultant	5352			Kyllä		
07/10/2024 20:14:33	Palkansaaja	En	31-35		10										PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Team Lead	6800	170000				
07/10/2024 20:26:11	Palkansaaja	En	36-40	Mies	12	FM	25								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	90	Senior backend developer	5300	68000	Palkka + vuosibonus	Kyllä		
07/10/2024 20:37:22	Palkansaaja	En	31-35		10	Diplomi-insinööri	2.5								PK-Seutu (Helsinki, Espoo, Vantaa)		100	0		5500			Kyllä		
07/10/2024 20:43:24	Palkansaaja	En	36-40		5		30								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	80	90	Software developer	2300	0		Ei		
07/10/2024 21:06:03	Palkansaaja	En	36-40	Mies	10	DI	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	95	Senior SRE	6500	11400	Optioita vestautuu n. 3000 euron edestä kuukaudessa. Firma ei ole pörssissä, joten vaikutus vuosikompensaatioon on vähän kyseenalainen, mutta laskin ne nyt silti mukaan täysimääräisinä. 	Kyllä		
07/10/2024 21:34:25	Palkansaaja	Kyllä, laskuttajasta palkansaajaksi	46-50	Mies	27	DI, Taiteen Yo	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	90	Product owner	6000	78000	Palkka, omistusosuus yrityksestä (ei arvotettu laskuissa)	Omistajana maksamme itsellemme hieman niukempaa palkkaa kuin markkinoilla saisimme		Täällä lienee vastaajien joukossa paljon foundereita, mikä vääristää tuloksia vähän samoin kuin valeyrittäjät :) Kannattaa huomioida ensi kerralla.
07/10/2024 21:56:17	Laskuttaja	En	36-40	M	18	Alempi korkeakoulututkinto, tietojenkäsittely	15	3	Softakehitys: web frontend, backend	80	136000	Itse	Ulkomailta												
07/10/2024 22:22:09	Palkansaaja	En	41-45	Mies	16	Diplomi-insinööri	2.7								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	10	Fullstack developer	6908	107000		Kyllä		
07/10/2024 22:37:47	Palkansaaja	En	26-30	Mies	4	Tietotekniikka, Aalto yliopisto	0								New York City	Tuotetalossa, jonka core-bisnes on softa	100	0	Full-stack Software Engineer	13333	160000	palkka + paperiraha optiot	Suomen tasoon verrattuna kyllä		
07/10/2024 22:38:43	Palkansaaja	En	51-55	mies	25	Ohjelmistoinsinööri AMK	4.2								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	96.666	51	Data engineer	5138	69814		Kyllä		luontaisedut (lounarit, kulttuuriseteli, työmatkaetu jne) voisi kysyä myös
08/10/2024 07:25:05	Palkansaaja	En	31-35	mies	10	insinööri	18								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	cloud specialist	6400	77000		Kyllä		
08/10/2024 08:12:50	Palkansaaja	En	41-45		25		2								Oulu	Tuotetalossa, jonka core-bisnes on softa			Lead fullstack dev	6700			Kyllä		
08/10/2024 08:13:06	Palkansaaja	En	26-30	Mies	6	LuK	47								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	5	Integration architect	6200	77500		Kyllä		
08/10/2024 08:33:21	Palkansaaja	En	26-30	mies	3	Tietotekniikan DI	5								Tampere	Konsulttitalossa	100	40	Frontend developer	3700	47000		Ei		
08/10/2024 08:35:42	Palkansaaja	En	31-35	Nainen	9	DI	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Software developer	5475	68985		Kyllä		
08/10/2024 08:43:24	Laskuttaja	En	36-40	Mies	17	AMK	-8.3	5	Full stack	87	134630	Itse, Käytän välitysfirmoja	Suomesta											Valitsin pitkän ja varman projektin kovan tuntihinnan yli n. vuosi sitten.	
08/10/2024 09:16:46	Palkansaaja	En	31-35		3		15								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100	80		4500			Kyllä		
08/10/2024 09:46:04	Palkansaaja	En	41-45	Mies	6	Filosofian maisteri (tietotekniikka)	0									Konsulttitalossa	100	1	Senior software consultant	5500	100000	Kiinteä kuukausipalkka + osingot perustuen yrityksen kokonaislaskutukseen	Kyllä		
08/10/2024 10:04:55	Palkansaaja	En	36-40	Mies	6	Alempi korkeakoulututkinto	7							SOK	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	5	Lead Engineer	6500	85000		Kyllä		
08/10/2024 10:35:36	Palkansaaja	En	31-35	Mies	9	AMK Ohjelmistoinsinööri	7								Jyväskylä	Konsulttitalossa	100	0	AWS cloud & backend developer	5380	67000	Osa palkasta firman osakkeina			
08/10/2024 11:48:01	Palkansaaja	En	41-45	Mies	20	FM	15							n8n	Tampere (etänä Berliiniin)	Tuotetalossa, jonka core-bisnes on softa	100	40	Engineering Manager	9580	115000	Palkan lisäksi pieni omistus firmasta virtuaaliosakkeina	Kyllä		
08/10/2024 11:55:27	Palkansaaja	En	41-45	Mies	17	Diplomi-insinööri	0								Turku	Tuotetalossa, jonka core-bisnes on softa	100	1	Software architect	5400	67500		Kyllä		
08/10/2024 11:58:07	Palkansaaja	En	51-55	M	25	DI	2							Compile	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	legacy maintainer	7722	101325	provisio	Kyllä		
08/10/2024 12:00:19	Laskuttaja	En	36-40	mies	14	Tietojenkäsittelyn tradenomi	0	3.5	Full stack devausta	90	150000	Käytän välitysfirmoja	Suomesta, Ulkomailta												Hyvä Juhis! <3
08/10/2024 12:04:11	Palkansaaja	En	31-35	Mies	10	Tietotekniikan DI	3							Mapbox	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	5	Software Development Engineer II	11166	155829	Peruspalkan lisäksi optioita 15246€ arvosta vuodessa. 4 vuoden optiopaketti, joka näyttää jatkuvan uudella samanlaisella myöhemmin. Lisäksi epassin kautta 600€/vuosi + 400€ kulukorvauksen muodossa etätyöpisteen väline hankintoihin (pöytä, valaistus, internet, tms).	Kyllä		
08/10/2024 12:05:15	Palkansaaja	En	36-40	Mies	14	Diplomi-Insinööri	30								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Senior software engineer	8000	115000		Kyllä		
08/10/2024 12:10:47	Laskuttaja	En	31-35	Mies	9	DI	0	4	Full stack devaus, pilvikonsultointi, aws, azure, kubernetes	95	160000	Käytän välitysfirmoja	Suomesta												
08/10/2024 12:11:44	Palkansaaja	En	36-40	mies	6	FM tietojenkäsittelytieteet	1.15								Turku	Konsulttitalossa	100	5	Ohjelmistokehittäjä	4550	54600		En osaa sanoa		
08/10/2024 12:12:45	Laskuttaja	En	36-40	Mies	12	DI tietotekniikka	0	2	Softadevausta (full stack)	74	124000	Käytän välitysfirmoja	Suomesta												
08/10/2024 12:20:17	Palkansaaja	En	26-30	mies	6	Maisteri, tietojärjestelmätieteet	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	80	40	Fullstack web developer	4500			Ei	Joustava ja rento duuni, niin siedän pienempää palkkaa mitä ehkä vois saada. Lisä-stressi maksaa ekstraa. Ja terkkuja kotiväelle!	IMO parempi ois kokonaispalkka (oletettu max työaika) kaikissa vastuksissa. En muista omaa "todellista" palkkaa, mut 100% työajan palkan muistan :D
08/10/2024 12:22:37	Palkansaaja	En	26-30	Mies	7	AMK	1.3							Futurice		Konsulttitalossa	100	1	Full-Stack Developer	3920	54000	Peruspalkka + firman numeroihin perustuva muuttuva osa + open source -bonus	Ei		
08/10/2024 12:24:08	Palkansaaja	En	36-40	Mies	7	Luonnontieteiden alan maisteri	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	50	Data-arkkitehti	6000	72000	Osakkuus pienellä omistuksella	Kyllä		
08/10/2024 12:27:28	Palkansaaja	En	36-40	Mies	11	Tradenomi (AMK)	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	37.5	95	Senior Full Stack Engineer	6000	0		Kv-firmavertailussa ei ole kilpailukykyinen, Helsingin tasolla on kilpailukykyisempi.		
08/10/2024 12:32:50	Palkansaaja	En	41-45	Mies	25	Insinööri	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	CTO	7200	86400	Palkka + optiot	Kyllä		
08/10/2024 12:41:52	Palkansaaja	En	36-40	Mies	14	Ylioppilas	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Backend developer	8000	462000		Kyllä		
08/10/2024 12:45:26	Palkansaaja	En	26-30	mies	3	Tietojenkäsittelytieteen kandidaatti	1.5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	100	Fullstack developer	4120	50000	osakkeita voi ostaa	Ei		
08/10/2024 12:57:26	Palkansaaja	En	41-45	mies	17	Diplomi-insinööri	2.5							Robu	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Full stack developer	6786	87337		Kyllä		
08/10/2024 12:58:16	Palkansaaja	En	31-35	Mies	8	Insinööri (AMK)	8								Turku	Tuotetalossa, jonka core-bisnes on softa	100	0	Senior Software Engineer	5600	75000	Palkka + bonus 0-3kk palkan verran	Kyllä		
08/10/2024 13:01:13	Laskuttaja	En	31-35		9	DI	15	4	Backend	90	140000	Itse, Käytän välitysfirmoja	Suomesta												
08/10/2024 13:05:57	Palkansaaja	En	31-35	mies	17	ylioppilas	15								Turku	Tuotetalossa, jonka core-bisnes on softa	100	75	ohjelmistokehittäjä	6500	80000		Kyllä		
08/10/2024 13:07:20	Palkansaaja	En	31-35	Mies	13	FM, tietojenkäsittelytiede	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	50	Senior Software Developer	7800	100000	50% laskutuksesta + mahdollinen firman tulokseen perustuva vuosibonus	Kyllä		
08/10/2024 13:18:54	Palkansaaja	En	26-30	M	6	DI	8								Oulu	Tuotetalossa, jonka core-bisnes on softa	100	100	AI Software Engineer	4500	53000	optiot mahdollisia	 Palkka on kohtalainen, työtehtävät on kivoja.		Olis tosi jees nähdä palkkavertailua 
08/10/2024 14:41:01	Palkansaaja	En	46-50	Mies	20	Filosofian maisteri	2							Gofore oyj	Tampere	Konsulttitalossa	100	60	Software developer	5325	67500		Kyllä		
08/10/2024 15:06:20	Palkansaaja	En	31-35	Mies	10	Maisteri	0							Gofore	Jyväskylä	Konsulttitalossa	100	0	Test Automation Specialist	4850	62500	Yrityksen tulokseen pohjaava bonus lisäksi	Ei		
08/10/2024 15:06:51	Palkansaaja	En	41-45	Mies	20	Tradenomi	0									Konsulttitalossa	100	0	Full stack developer	5500	100000		Kyllä		
08/10/2024 15:16:38	Palkansaaja	En	41-45	Nainen	17	Ylempi korkeakoulu	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100	5	Full stack developer	4900	61250		Kyllä		
08/10/2024 15:21:21	Palkansaaja	En	36-40	Mies	17	DI	0							Swarmia	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	60	Software Engineer	6500	78000		Kyllä		
08/10/2024 15:33:27	Palkansaaja	En	36-40	Mies	16		3								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Allrounder	5550	66600		Ei		
08/10/2024 16:29:16	Palkansaaja	En	51-55	M	25	FM	2							Valtio	Kuopio	Julkinen tai kolmas sektori	100	10	Arkkitehti	4500	55000	Ei kompensaatiota. Pitkät lomat	Valtion normaali		
08/10/2024 16:58:26	Palkansaaja	En	46-50	Mies	7	Ammattikoulu	1.2								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	37.5	0	Frontend developer	5100			Ei		
08/10/2024 18:18:41	Laskuttaja	En	26-30	Mies	12	Datanomi	0	1	Full-stack Developer	85	150000	Itse, Käytän välitysfirmoja	Suomesta, Ulkomailta												
08/10/2024 18:19:35	Palkansaaja	En	26-30	Mies	3.5	Diplomi-insinööri	20								Turku	Tuotetalossa, jonka core-bisnes on softa	77.33	50	DevSecOps Engineer	4400	53000		Kyllä		
08/10/2024 18:53:25	Palkansaaja	En	41-45	Mies	19	Diplomi-insinööri	3.8								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	25	DevOps Engineer	5500	71000	Kuukausipalkka + päivystyskorvauksia	Kyllä		
08/10/2024 20:37:01	Palkansaaja	En	26-30	mies	4	Tekniikan kandidaatti	5.5								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	50	Embedded software developer	5000	62000		Kyllä		
08/10/2024 21:46:30	Palkansaaja	En	36-40	Mies	15	Diplomi-insinööri	4								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	30	Cloud software architect	5500	85000	Enimmäkseen palkka, hieman optioita ja bonuksia	Kyllä		
08/10/2024 22:03:39	Palkansaaja	En	21-25	mies			53								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	2		10000	150000	peruspalkka + vuosibonus 0–40% + osakeohjelma	Kyllä		
08/10/2024 22:04:11	Palkansaaja	En	41-45	Mies	26	Ammattikoulu	30								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	90	Integration Expert	5500	74250		Kyllä		
08/10/2024 23:18:27	Palkansaaja	En	31-35	mies	5		0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0		4700			Ei		
08/10/2024 23:46:56	Palkansaaja	En	46-50	Mies 	27	DI	-25								Tampere	Konsulttitalossa	100	80	Senior software developer 	4000	50000	Firman osakkuus, joka korvaa pudonneen kuukausipalkan. 	Kyllä		
09/10/2024 06:18:18	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	41-45	Apache hyökkäyshelikopteri	23	Filosofian maisteri 		20	Saas			Itse	Suomesta												Ei voi vastata kun yritysmuoto ei ole laskutettavaa työtä vaan saas tuotteen myymistä asiakkaille
09/10/2024 09:05:39	Palkansaaja	En	26-30	Mies	6	Ammattikorkeakoulu (Ohjelmistokehitys)	10								Tampere	Konsulttitalossa	100	80	Full Stack Software Developer	4500	56000		Ei		
09/10/2024 10:36:10	Palkansaaja	En	36-40		12	Diplomi-insinööri	5.4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	60	Software Engineer	6850	85500		Kyllä		
