Timestamp,Palkansaaja vai laskuttaja,Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2023 jälkeen?,Ikä,Sukupuoli,Työkokemus alalta (vuosina),Koulutustaustasi,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen? (muut vastaukset),Vapaa sana,Palaute,Vastauskieli,Vastaustunniste,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2024-10-08 12:12:45.174,Laskuttaja,Ei,36-40,mies,12.0,DI tietotekniikka,0.0,2.0,Softadevausta (full stack),74.0,124000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,424cacdc9dac5ffe,,,
2024-10-08 12:20:16.819,Palkansaaja,Ei,26-30,mies,6.0,"Maisteri, tietojärjestelmätieteet",0.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.8,0.4,Fullstack web developer,4500.0,,,Ei,,"Joustava ja rento duuni, niin siedän pienempää palkkaa mitä ehkä vois saada. Lisä-stressi maksaa ekstraa. Ja terkkuja kotiväelle!","IMO parempi ois kokonaispalkka (oletettu max työaika) kaikissa vastuksissa. En muista omaa ""todellista"" palkkaa, mut 100% työajan palkan muistan :D",fi,df6afa2bb7a6a96e,*Full-stack Developer,,
2024-10-08 12:22:37.418,Palkansaaja,Ei,26-30,mies,7.0,AMK,1.3,,,,,,,Futurice,,Konsulttitalossa,1.0,0.01,Full-Stack Developer,3920.0,54000.0,Peruspalkka + firman numeroihin perustuva muuttuva osa + open source -bonus,Ei,,,,fi,9382ebda8f0caf88,*Full-stack Developer,4500.0,4500.0
2024-10-08 12:24:07.792,Palkansaaja,Ei,36-40,mies,7.0,Luonnontieteiden alan maisteri,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.5,Data-arkkitehti,6000.0,72000.0,Osakkuus pienellä omistuksella,Kyllä,,,,fi,16fe317e478d8786,Data-arkkitehti,6000.0,6000.0
2024-10-08 12:27:28.197,Palkansaaja,Ei,36-40,mies,11.0,Tradenomi (AMK),0.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.95,Senior Full Stack Engineer,6000.0,0.0,,Muu,"Kv-firmavertailussa ei ole kilpailukykyinen, Helsingin tasolla on kilpailukykyisempi.",,,fi,5f12553c9f5de6c0,Senior Full Stack Engineer,0.0,0.0
2024-10-08 12:32:50.291,Palkansaaja,Ei,41-45,mies,25.0,Insinööri,0.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,CTO,7200.0,86400.0,Palkka + optiot,Kyllä,,,,fi,a259ce3bd4d9079b,CTO,7200.0,7200.0
2024-10-08 12:41:52.302,Palkansaaja,Ei,36-40,mies,14.0,Ylioppilas,15.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,Backend developer,8000.0,462000.0,,Kyllä,,,,fi,a0798163d6607e63,Backend developer,38500.0,38500.0
2024-10-08 12:45:25.829,Palkansaaja,Ei,26-30,mies,3.0,Tietojenkäsittelytieteen kandidaatti,1.5,,,,,,,,PK-seutu,Konsulttitalossa,1.0,1.0,Fullstack developer,4120.0,50000.0,osakkeita voi ostaa,Ei,,,,fi,c995602529ce8e2a,*Full-stack Developer,4166.666666666667,4166.666666666667
2024-10-08 12:57:25.794,Palkansaaja,Ei,41-45,mies,17.0,Diplomi-insinööri,2.5,,,,,,,Robu,PK-seutu,Konsulttitalossa,1.0,0.0,Full stack developer,6786.0,87337.0,,Kyllä,,,,fi,87939ee259799573,*Full-stack Developer,7278.083333333333,7278.083333333333
2024-10-08 12:58:16.210,Palkansaaja,Ei,31-35,mies,8.0,Insinööri (AMK),8.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Senior Software Engineer,5600.0,75000.0,Palkka + bonus 0-3kk palkan verran,Kyllä,,,,fi,eeff9c729c0d2a46,Senior Software Engineer,6250.0,6250.0
2024-10-08 13:01:13.386,Laskuttaja,Ei,31-35,,9.0,DI,15.0,4.0,Backend,90.0,140000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,9df7218ca5a13d29,,,
2024-10-08 13:05:57.402,Palkansaaja,Ei,31-35,mies,17.0,ylioppilas,15.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.75,Ohjelmistokehittäjä,6500.0,80000.0,,Kyllä,,,,fi,7edfb8d5fd3e34b9,Ohjelmistokehittäjä,6666.666666666667,6666.666666666667
2024-10-08 13:07:19.667,Palkansaaja,Ei,31-35,mies,13.0,"FM, tietojenkäsittelytiede",0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.5,Senior Software Developer,7800.0,100000.0,50% laskutuksesta + mahdollinen firman tulokseen perustuva vuosibonus,Kyllä,,,,fi,3259e6c5b99ac2a2,*Senior Developer,8333.333333333334,8333.333333333334
2024-10-08 13:18:53.723,Palkansaaja,Ei,26-30,mies,6.0,DI,8.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,1.0,AI Software Engineer,4500.0,53000.0,optiot mahdollisia,Muu," Palkka on kohtalainen, työtehtävät on kivoja.",,Olis tosi jees nähdä palkkavertailua ,fi,f615b3ef37aa2363,AI Software Engineer,4416.666666666667,4416.666666666667
2024-10-08 14:41:00.896,Palkansaaja,Ei,46-50,mies,20.0,Filosofian maisteri,2.0,,,,,,,Goforej,Tampere,Konsulttitalossa,1.0,0.6,Software developer,5325.0,67500.0,,Kyllä,,,,fi,e4947a88e5dde537,Software developer,5625.0,5625.0
2024-10-08 15:06:20.391,Palkansaaja,Ei,31-35,mies,10.0,Maisteri,0.0,,,,,,,Gofore,Jyväskylä,Konsulttitalossa,1.0,0.0,Test Automation Specialist,4850.0,62500.0,Yrityksen tulokseen pohjaava bonus lisäksi,Ei,,,,fi,32de2d8b4d883df0,Test Automation Specialist,5208.333333333333,5208.333333333333
2024-10-08 15:06:51.392,Palkansaaja,Ei,41-45,mies,20.0,Tradenomi,0.0,,,,,,,,,Konsulttitalossa,1.0,0.0,Full stack developer,5500.0,100000.0,,Kyllä,,,,fi,148a5ac6e2da8d14,*Full-stack Developer,8333.333333333334,8333.333333333334
2024-10-08 15:16:38.232,Palkansaaja,Ei,41-45,nainen,17.0,Ylempi korkeakoulu,8.0,,,,,,,,PK-seutu,Julkinen tai kolmas sektori,1.0,0.05,Full stack developer,4900.0,61250.0,,Kyllä,,,,fi,8c3b6b422327fc3b,*Full-stack Developer,5104.166666666667,5104.166666666667
2024-10-08 15:21:20.624,Palkansaaja,Ei,36-40,mies,17.0,DI,0.0,,,,,,,Swarmia,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.6,Software Engineer,6500.0,78000.0,,Kyllä,,,,fi,ac5b5086fa9a3f5d,Software Engineer,6500.0,6500.0
2024-10-08 15:33:26.892,Palkansaaja,Ei,36-40,mies,16.0,,3.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Allrounder,5550.0,66600.0,,Ei,,,,fi,3d47e749cb5c9b57,Allrounder,5550.0,5550.0
2024-10-08 16:29:15.889,Palkansaaja,Ei,51-55,mies,25.0,FM,2.0,,,,,,,Valtio,Kuopio,Julkinen tai kolmas sektori,1.0,0.1,Arkkitehti,4500.0,55000.0,Ei kompensaatiota. Pitkät lomat,Muu,Valtion normaali,,,fi,30265ea353d8137f,Arkkitehti,4583.333333333333,4583.333333333333
2024-10-08 16:58:25.735,Palkansaaja,Ei,46-50,mies,7.0,Ammattikoulu,1.2,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Frontend developer,5100.0,,,Ei,,,,fi,37978d79e0019e8f,Frontend developer,,
2024-10-08 18:18:40.793,Laskuttaja,Ei,26-30,mies,12.0,Datanomi,0.0,1.0,Full-stack Developer,85.0,150000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,37d15cf8abe3da0d,,,
2024-10-08 18:19:35.377,Palkansaaja,Ei,26-30,mies,4.0,Diplomi-insinööri,20.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",0.7733,0.5,DevSecOps Engineer,4400.0,53000.0,,Kyllä,,,,fi,3ba3a1c115864fa6,DevSecOps Engineer,4416.666666666667,5711.453079874133
2024-10-08 18:53:24.516,Palkansaaja,Ei,41-45,mies,19.0,Diplomi-insinööri,3.8,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.25,DevOps Engineer,5500.0,71000.0,Kuukausipalkka + päivystyskorvauksia,Kyllä,,,,fi,a088d255585520b4,DevOps Engineer,5916.666666666667,5916.666666666667
2024-10-08 20:37:01.441,Palkansaaja,Ei,26-30,mies,4.0,Tekniikan kandidaatti,5.5,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.5,Embedded software developer,5000.0,62000.0,,Kyllä,,,,fi,71dd11a85360677b,Embedded software developer,5166.666666666667,5166.666666666667
2024-10-08 21:46:29.538,Palkansaaja,Ei,36-40,mies,15.0,Diplomi-insinööri,4.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.3,Cloud software architect,5500.0,85000.0,"Enimmäkseen palkka, hieman optioita ja bonuksia",Kyllä,,,,fi,4d648cb5f261936b,Cloud software architect,7083.333333333333,7083.333333333333
2024-10-08 22:03:39.449,Palkansaaja,Ei,21-25,mies,,,53.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.02,,10000.0,150000.0,peruspalkka + vuosibonus 0–40% + osakeohjelma,Kyllä,,,,fi,088c339b72a9d74f,,12500.0,12500.0
2024-10-08 22:04:10.978,Palkansaaja,Ei,41-45,mies,26.0,Ammattikoulu,30.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.9,Integration Expert,5500.0,74250.0,,Kyllä,,,,fi,f3b0d2d31e351f72,Integration Expert,6187.5,6187.5
2024-10-08 23:18:26.550,Palkansaaja,Ei,31-35,mies,5.0,,0.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,,4700.0,,,Ei,,,,fi,c190b64875b8f509,,,
2024-10-08 23:46:56.327,Palkansaaja,Ei,46-50,mies,27.0,DI,-25.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.8,Senior software developer ,4000.0,50000.0,"Firman osakkuus, joka korvaa pudonneen kuukausipalkan. ",Kyllä,,,,fi,2c9fe40bb3ff7353,*Senior Developer,4166.666666666667,4166.666666666667
2024-10-09 09:05:38.661,Palkansaaja,Ei,26-30,mies,6.0,Ammattikorkeakoulu (Ohjelmistokehitys),10.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.8,Full Stack Software Developer,4500.0,56000.0,,Ei,,,,fi,7f04df35c74db336,Full Stack Software Developer,4666.666666666667,4666.666666666667
2024-10-09 10:36:09.506,Palkansaaja,Ei,36-40,,12.0,Diplomi-insinööri,5.4,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.6,Software Engineer,6850.0,85500.0,,Kyllä,,,,fi,8f2db48f83fe71dd,Software Engineer,7125.0,7125.0
2024-10-09 10:47:46.360,Palkansaaja,Ei,41-45,mies,17.0,DI,2.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,Mainly full-stack development,11500.0,157000.0,Bonari kerran vuodessa,Kyllä,,,,fi,ede751d46291a979,Mainly full-stack development,13083.333333333334,13083.333333333334
2024-10-09 11:19:18.507,Laskuttaja,Ei,31-35,mies,11.0,Tietotekniikan DI,0.0,3.0,Full stack + arkkitehti,90.0,100000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,0906a95a4106a5a3,,,
2024-10-09 11:52:52.484,Laskuttaja,Ei,41-45,mies,20.0,Diplomi-insinööri,-5.0,3.0,Softadevausta (full stack),80.0,125000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,32b2a0bea68c5ab9,,,
2024-10-09 13:41:17.415,Palkansaaja,Ei,31-35,nainen,10.0,"Filosofian Maisteri, Helsingin yliopisto",9.5,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Senior full-stack developer ja esihenkilö,6350.0,80000.0,,Kyllä,,,,fi,37a7fe7427eb3a38,Senior full-stack developer ja esihenkilö,6666.666666666667,6666.666666666667
2024-10-09 14:38:05.823,Laskuttaja,Ei,36-40,mies,14.0,Diplomi-insinööri,5.0,3.0,"Cloud, DevOps, tietoturva, scrum master, projektipäällikkö",95.0,150000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,a71dad6749b54cc2,,,
2024-10-09 15:17:34.207,Palkansaaja,Ei,36-40,nainen,15.0,Ylempi korkeakoulututkinto - ekonomi,2.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,Cloud solution Architect - Data&AI,6820.0,103000.0,Bonus malli joka perustuu Pilvi myynnin lukuihin 75% ja oma kontribuutio 25% - bonus vuosipalkasta välillä 0-20%.,Kyllä,,,,fi,9efb27b8864787d1,Cloud solution Architect - Data&AI,8583.333333333334,8583.333333333334
2024-10-09 15:24:36.859,Palkansaaja,Ei,21-25,mies,3.0,Tietojenkäsittelytieteen kandi,23.0,,,,,,,Tietoevry,PK-seutu,Konsulttitalossa,1.0,0.8,SW Developer,3700.0,45000.0,"Lounasetu, Liikuntaetu, pyöräetu",Ei,,,,fi,e7d0e558431b3b14,SW Developer,3750.0,3750.0
2024-10-09 15:34:57.772,Palkansaaja,Ei,36-40,mies,13.0,Lukio,12.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,Senior software developer,6200.0,74400.0,,Kyllä,,,,fi,cd339163e5e62acf,*Senior Developer,6200.0,6200.0
2024-10-09 20:04:40.535,Laskuttaja,palkansaaja → laskuttaja,31-35,mies,10.0,Humanististen tieteiden kandidaati,10.0,4.0,"Full stack, mobiili",90.0,160000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,3a56fb708d03ddc5,,,
2024-10-09 20:06:41.945,Palkansaaja,Ei,41-45,mies,26.0,DI,5.0,,,,,,,Aiven,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.15,Senior software engineer,6475.0,80900.0,optio-ohjelmassa mukana mutta toistaiseksi sieltä ei saa tuloja,Kyllä,,,,fi,86c366df4b8857a2,Senior software engineer,6741.666666666667,6741.666666666667
2024-10-09 20:11:43.230,Palkansaaja,Ei,26-30,nainen,8.0,Ylempi korkeakoulututkinto tietojenkäsittelystä,14.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Team tech lead,6500.0,78000.0,,Kyllä,,,,fi,212a2d5f6b186e63,Team tech lead,6500.0,6500.0
2024-10-09 20:16:45.826,Palkansaaja,Ei,36-40,mies,12.0,Insinööri (AMK),0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.6,Full-stack developer,5100.0,66300.0,,Kyllä,,,,fi,7e2a848903142a0a,*Full-stack Developer,5525.0,5525.0
2024-10-09 20:20:59.148,Palkansaaja,Ei,36-40,mies,8.0,insinööri (amk),0.0,,,,,,,Mavericks,PK-seutu,Konsulttitalossa,1.0,0.0,Senior software developer,6900.0,83000.0,,Kyllä,,,,fi,a6119afc95a1199f,*Senior Developer,6916.666666666667,6916.666666666667
2024-10-09 20:24:26.515,Laskuttaja,Ei,41-45,mies,18.0,insinööri,0.0,3.0,Full stack ,85.0,140000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,670f811979108fe8,,,
2024-10-09 20:47:50.020,Palkansaaja,Ei,36-40,mies,18.0,FK,5.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Senior Software Developer,8900.0,112000.0,Optioita,Kyllä,,,,fi,474119feb7b08b62,*Senior Developer,9333.333333333334,9333.333333333334
2024-10-09 22:23:34.287,Palkansaaja,Ei,31-35,mies,10.0,Tietojenkäsittelytieteen kandidaatti,2.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,1.0,Senior software developer,5400.0,67900.0,,Ei,,,,fi,b7f465f97d8ef1f8,*Senior Developer,5658.333333333333,5658.333333333333
2024-10-10 00:22:33.396,Palkansaaja,Ei,36-40,,8.0,DI,-10.0,,,,,,,SOK,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,Data Engineer,5800.0,,palkka+bonus,Kyllä,,,,fi,80bd046e4f112ab0,Data Engineer,,
2024-10-10 00:30:12.822,Palkansaaja,Ei,46-50,mies,26.0,"FM, matematiikka ",2.0,,,,,,,Nordcloud ,Jyväskylä,Konsulttitalossa,1.0,0.6,Solution Architect,6550.0,81875.0,0-15% bonus,Ei,,,,fi,b96895555554aef2,Solution Architect,6822.916666666667,6822.916666666667
2024-10-10 07:23:32.748,Palkansaaja,Ei,31-35,mies,12.0,Automaatioasentaja,0.0,,,,,,,,Oulu,Konsulttitalossa,1.0,0.01,Seniori Full-stack Developer,6600.0,79200.0,,Kyllä,,,,fi,ea73e9474c814f50,Seniori Full-stack Developer,6600.0,6600.0
2024-10-10 08:07:11.341,Palkansaaja,Ei,46-50,mies,22.0,"FM, tietojenkäsittely",3.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.05,Senior consultant,7500.0,80000.0,,Kyllä,,,,fi,6001e20cda0a2dab,Senior consultant,6666.666666666667,6666.666666666667
2024-10-10 08:08:51.819,Laskuttaja,Ei,31-35,mies,10.0,AMK,0.0,3.0,Full stack devausta,80.0,130000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,194d05156dcafbe7,,,
2024-10-10 08:10:37.287,Palkansaaja,Ei,26-30,mies,6.0,Lukio,8.0,,,,,,,Visma,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,Senior Fullstack Developer,3875.0,46500.0,,Ei,,,,fi,7c6a739ac7cde3ba,Senior Fullstack Developer,3875.0,3875.0
2024-10-10 08:55:00.744,Palkansaaja,Ei,36-40,mies,10.0,Tekniikan kandidaatti,0.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.0,Senior software engineer,6000.0,75000.0,Optioita,Kyllä,,,,fi,35d28327ba30d735,Senior software engineer,6250.0,6250.0
2024-10-10 09:03:44.347,Laskuttaja,Ei,36-40,,15.0,DI,-1.0,5.0,"Softadevaus, team lead, devops",,160000.0,Itse,Suomesta,,,,,,,,,,Muu,,,,fi,50febe761f446257,,,
2024-10-10 10:13:53.004,Palkansaaja,Ei,31-35,mies,8.0,Dippainssi,7.0,,,,,,,Metacore,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.8,Programmer,6300.0,87500.0,Osakeohjelma + 500eur hupirahaa siivoojaan/privakokkiin/remppaajaan kuussa palkan päälle + perus lounari/kulttuuri/hieronta yms edut.,Kyllä,,,,fi,f77fa56a85810b5f,Programmer,7291.666666666667,7291.666666666667
2024-10-10 11:15:46.288,Laskuttaja,Ei,41-45,mies,11.0,"Diplomi-insinööri, tietoliikennetekniikka",0.0,2.0,"Softadevaus, backend",80.0,134000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,5cd9f31bb354feba,,,
2024-10-10 11:37:09.804,Palkansaaja,Ei,51-55,mies,30.0,yo,0.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.5,Full-stack software developer,5000.0,62500.0,Optioina pienen pieni siivu yrityksestä,Muu,Todennäköisesti enemmänkin olisi mahdollista saada,,,fi,44d0e8271e60f5d5,*Full-stack Developer,5208.333333333333,5208.333333333333
2024-10-10 11:38:38.914,Palkansaaja,Ei,31-35,mies,9.0,IT-tradenomi,7.8,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Support / System specialist,4190.0,54400.0,,Kyllä,,,,fi,35c1d000c746b1f8,Support / System specialist,4533.333333333333,4533.333333333333
2024-10-10 11:54:25.105,Palkansaaja,Ei,36-40,mies,13.0,DI,1.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,DevOps / Infra engineer,5325.0,67600.0,Vuosittainen tulokseen perustuva bonus,Kyllä,,,,fi,3bcddbbbba2d8c78,DevOps / Infra engineer,5633.333333333333,5633.333333333333
2024-10-10 12:00:55.390,Laskuttaja,Ei,26-30,mies,9.0,Kandi,1.4,2.0,Full stack web dev,70.0,102000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,fe07ed8ae6ce703e,,,
2024-10-10 13:42:42.690,Palkansaaja,Ei,31-35,mies,15.0,AMK,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,1.0,Cloud Architect,7200.0,200000.0,Base + yearly bonus + stock,Kyllä,,,,fi,dda93dacbd78ed86,Cloud Architect,16666.666666666668,16666.666666666668
2024-10-10 15:15:11.429,Palkansaaja,Ei,36-40,mies,11.0,Tradenomi (AMK),5.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,Software developer,5787.0,72000.0,,Kyllä,,,,fi,c06cba81ca7b4a1a,Software developer,6000.0,6000.0
2024-10-10 16:34:21.948,Palkansaaja,Ei,41-45,mies,18.0,diplomi-insinööri,7.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,CTO,8000.0,130000.0,Vuositulokseen perustuva bonus,Kyllä,,,,fi,bb50e941375cd0fa,CTO,10833.333333333334,10833.333333333334
2024-10-10 20:25:56.110,Palkansaaja,Ei,36-40,mies,13.0,Alempi korkeakoulututkinto,7.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.7,Senior Software Engineer,5600.0,72000.0,,Ei,,,,fi,012194807837d2fd,Senior Software Engineer,6000.0,6000.0
2024-10-10 21:16:35.464,Palkansaaja,Ei,36-40,mies,13.0,DI (TKK/Aalto),3.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.9,Senior fullstack developer,6600.0,83000.0,Optioita,Muu,Olen tietoisesti tinkinyt palkkatasosta ja priorisoinut mielekästä työtä sopivassa porukassa ja oikealla meiningillä,"Olin vuosi sitten perhevapaalla, ja tämä vaikutti ainakin palkan muutoksen kirjaamiseen",,fi,d06b015ac370dcc5,Senior fullstack developer,6916.666666666667,6916.666666666667
2024-10-10 21:45:44.572,Laskuttaja,Ei,46-50,mies,20.0,DI,0.0,2.0,Full stack,100.0,160000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,a225cf32171f4055,,,
2024-10-10 21:49:12.723,Palkansaaja,Ei,36-40,mies,5.0,AMK,1.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.8,Software developer,4750.0,59375.0,,Kyllä,,,,fi,a7cc85d866c6b965,Software developer,4947.916666666667,4947.916666666667
2024-10-11 00:28:43.866,Palkansaaja,Ei,21-25,mies,2.0,"Elektroniikka ja Sähkötekniikka, tekniikan ylioppilas",17.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.4,0.2,Ful stack developer,1360.0,,,Ei,,,,fi,49e7667be2595a63,Ful stack developer,,
2024-10-11 11:57:16.565,Palkansaaja,Ei,26-30,,3.0,fm,20.0,,,,,,,,PK-seutu,Julkinen tai kolmas sektori,1.0,0.01,,2500.0,,,Kyllä,,,,fi,b723bb53dde6b2ea,,,
2024-10-11 12:26:19.158,Laskuttaja,Ei,36-40,mies,16.0,viittä-vaille diplomi-insinööri,3.0,3.0,"Full stack, arkkitehtuuria, lead dev",,156000.0,Itse,Suomesta,,,,,,,,,,Muu,,,,fi,2e64bb9e703097e4,,,
2024-10-11 12:29:20.950,Palkansaaja,Ei,36-40,mies,20.0,,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Principal Architect,6600.0,80000.0,,Kyllä,,,,fi,6eff857f2d42cb28,Principal Architect,6666.666666666667,6666.666666666667
2024-10-11 12:29:22.631,Palkansaaja,Ei,46-50,mies,8.0,FM tietojenkäsittely,,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.9,Software Architect,7050.0,88125.0,Ei ole,Kyllä,,,,fi,ef856492692315d6,Software Architect,7343.75,7343.75
2024-10-11 12:30:07.441,Palkansaaja,Ei,31-35,mies,7.0,Luonnontieteiden kandidaatti,3.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.05,Fullstack developer/konsultti,5790.0,69000.0,,Kyllä,,,,fi,d1ba69499ce352fe,Fullstack developer/konsultti,5750.0,5750.0
2024-10-11 12:30:15.929,Laskuttaja,Ei,31-35,mies,12.0,Ammattikoulu,5.0,10.0,"Markkinointiviestintä: Verkkosivut, verkkokaupat.",54.0,70000.0,Itse,Suomesta,,,,,,,,,,Muu,,,,fi,846754b6dc4bd4c8,,,
2024-10-11 12:30:44.540,Palkansaaja,Ei,36-40,mies,19.0,Ylioppilas,0.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.95,Digital manager,6900.0,86250.0,,Kyllä,,,,fi,1d112574b2cf4d26,Digital manager,7187.5,7187.5
2024-10-11 12:31:05.124,Laskuttaja,Ei,36-40,,15.0,DI,10.0,5.0,,101.0,160000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,5af42a8ff4030553,,,
2024-10-11 12:31:14.494,Laskuttaja,Ei,31-35,mies,10.0,Kandi,10.0,3.0,Full stack,69.0,,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,7965e6b09938602d,,,
2024-10-11 12:31:21.256,Laskuttaja,Ei,26-30,mies,3.0,none,25.0,2.0,Full stack,40.0,65000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,6d6874d6a46bf18a,,,
2024-10-11 12:31:32.282,Laskuttaja,Ei,41-45,mies,15.0,Diplomi-insinööri,0.0,1.5,Full stack devaus,80.0,120000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,7fcdf254440c4def,,,
